id,collection,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued[],dc.description.provenance[en],dc.description.sponsorship[],dc.identifier.uri,dc.publisher[],dc.subject[],dc.title[],dc.title[en_US]
"3cdae97d-32ad-4f27-8950-e2a498e59a3b","108/20","En 10||R A Mottram||J Woolman","2021-04-09T07:20:16Z","2016-12-01T09:18:06Z","2021-04-09T07:20:16Z","2016-12-01T09:18:06Z","1964","Made available in DSpace on 2016-12-01T09:18:06Z (GMT). No. of bitstreams: 1
en_10.pdf: 3094342 bytes, checksum: c666b49a29342eb12d869ef2e1ee4538 (MD5)
  Previous issue date: 1964||Made available in DSpace on 2021-04-09T07:20:16Z (GMT). No. of bitstreams: 1
en_10.pdf: 3094342 bytes, checksum: c666b49a29342eb12d869ef2e1ee4538 (MD5)
  Previous issue date: 1964","The Mechanical And Physical Properties Of The British Standard En Steels  (B.S. 970-1955) Vol.1","http://localhost:8080/xmlui/handle/108/9606",,"ENSteels||En10","""55"" CARBON, 3/4 PER CENT NICKEL STEEL",
"3cfe4992-7195-44bc-923d-08447171442a","108/20","DIN EN 10305-3 : 2003","2021-04-09T07:22:58Z","2016-12-02T07:37:43Z","2021-04-09T07:22:58Z","2016-12-02T07:37:43Z","2003","Made available in DSpace on 2016-12-02T07:37:43Z (GMT). No. of bitstreams: 1
din-en-10305-3-2003.pdf: 1221989 bytes, checksum: e6b4342fcb00564ef011a0ce7f5bdb00 (MD5)
  Previous issue date: 2003||Made available in DSpace on 2021-04-09T07:22:58Z (GMT). No. of bitstreams: 1
din-en-10305-3-2003.pdf: 1221989 bytes, checksum: e6b4342fcb00564ef011a0ce7f5bdb00 (MD5)
  Previous issue date: 2003",,"http://localhost:8080/xmlui/handle/108/20080",,"dinstd","Steel tubes for precision applications - Technical delivery conditions - Part 3: Welded cold sized tubes",
"3e6b8315-4641-4603-a2f7-9ac7c245361d","108/20","En 16||R A Mottram||J Woolman","2021-04-09T07:24:41Z","2016-12-01T09:18:14Z","2021-04-09T07:24:41Z","2016-12-01T09:18:14Z","1964","Made available in DSpace on 2016-12-01T09:18:14Z (GMT). No. of bitstreams: 1
en_16.pdf: 4022888 bytes, checksum: 9495fd50e62c4251ce6d7c6de0bc7fba (MD5)
  Previous issue date: 1964||Made available in DSpace on 2021-04-09T07:24:41Z (GMT). No. of bitstreams: 1
en_16.pdf: 4022888 bytes, checksum: 9495fd50e62c4251ce6d7c6de0bc7fba (MD5)
  Previous issue date: 1964","The Mechanical And Physical Properties Of The British Standard En Steels  (B.S. 970-1955) Vol.1","http://localhost:8080/xmlui/handle/108/9672",,"ENSteels||En16","MANGANESE-MOLYBDENUM STEEL",
"3ea4d299-978d-4843-b65b-c1bf83bf4cd6","108/20","ISO 11648-2 : 2001","2021-04-09T07:20:05Z","2016-12-02T07:37:18Z","2021-04-09T07:20:05Z","2016-12-02T07:37:18Z","2001","Made available in DSpace on 2016-12-02T07:37:18Z (GMT). No. of bitstreams: 1
11648-2.pdf: 2058279 bytes, checksum: 456735f8167a4cca4245620c0eeb463b (MD5)
  Previous issue date: 2001||Made available in DSpace on 2021-04-09T07:20:05Z (GMT). No. of bitstreams: 1
11648-2.pdf: 2058279 bytes, checksum: 456735f8167a4cca4245620c0eeb463b (MD5)
  Previous issue date: 2001",,"http://localhost:8080/xmlui/handle/108/19815",,,"Statistical aspects of sampling from bulk materials -- Part 2: Sampling of particulate materials",
"3f31f7bb-a30c-4f53-a933-80f1ca4cdf4c","108/20","ISO 155 : 1998","2021-04-09T07:19:57Z","2016-12-02T07:37:16Z","2021-04-09T07:19:57Z","2016-12-02T07:37:16Z","1998","Made available in DSpace on 2016-12-02T07:37:16Z (GMT). No. of bitstreams: 1
155.pdf: 55164 bytes, checksum: 97593613f2147fd0d6847c2eef84f049 (MD5)
  Previous issue date: 1998||Made available in DSpace on 2021-04-09T07:19:57Z (GMT). No. of bitstreams: 1
155.pdf: 55164 bytes, checksum: 97593613f2147fd0d6847c2eef84f049 (MD5)
  Previous issue date: 1998",,"http://localhost:8080/xmlui/handle/108/19800",,,"Belt drives -- Pulleys -- Limiting values for adjustment of centres",
"3fbbfffc-eacc-42f3-894a-c5873fd7f893","108/20","ISO 239 : 1999","2021-04-09T07:19:58Z","2016-12-02T07:37:17Z","2021-04-09T07:19:58Z","2016-12-02T07:37:17Z","1999","Made available in DSpace on 2016-12-02T07:37:17Z (GMT). No. of bitstreams: 1
239.pdf: 35790 bytes, checksum: 18842a4b045d1d6815c4afccc06a4275 (MD5)
  Previous issue date: 1999||Made available in DSpace on 2021-04-09T07:19:58Z (GMT). No. of bitstreams: 1
239.pdf: 35790 bytes, checksum: 18842a4b045d1d6815c4afccc06a4275 (MD5)
  Previous issue date: 1999",,"http://localhost:8080/xmlui/handle/108/19805",,,"Drill chuck tapers",
"4021ca5d-209c-4b11-b8e8-a0f08e4416f3","108/20","DIN EN 10305-4 : 2003","2021-04-09T07:22:10Z","2016-12-02T07:37:34Z","2021-04-09T07:22:10Z","2016-12-02T07:37:34Z","2003","Made available in DSpace on 2016-12-02T07:37:34Z (GMT). No. of bitstreams: 1
din-en-10305-4-2003.pdf: 2415272 bytes, checksum: 92801c53e96ffab9ec38e674c11d8050 (MD5)
  Previous issue date: 2003||Made available in DSpace on 2021-04-09T07:22:10Z (GMT). No. of bitstreams: 1
din-en-10305-4-2003.pdf: 2415272 bytes, checksum: 92801c53e96ffab9ec38e674c11d8050 (MD5)
  Previous issue date: 2003",,"http://localhost:8080/xmlui/handle/108/19998",,"dinstd","Steel tubes for precision applications - Technical delivery conditions - Part 4: Seamless cold drawn tubes for hydraulic and pneumatic power systems",
"40ccb37e-04a7-4200-b6f3-c24fcb21ff2b","108/20","BS EN 10111 : 2008","2021-04-09T07:20:45Z","2016-12-02T07:37:27Z","2021-04-09T07:20:45Z","2016-12-02T07:37:27Z","2008","Made available in DSpace on 2016-12-02T07:37:27Z (GMT). No. of bitstreams: 1
bs en 10111.pdf: 488880 bytes, checksum: 84e0d4b91963c1895089557f1c332ae5 (MD5)
  Previous issue date: 2008||Made available in DSpace on 2021-04-09T07:20:45Z (GMT). No. of bitstreams: 1
bs en 10111.pdf: 488880 bytes, checksum: 84e0d4b91963c1895089557f1c332ae5 (MD5)
  Previous issue date: 2008",,"http://localhost:8080/xmlui/handle/108/19927",,"britstd","Continuously hot rolled low carbon steel sheet and strip for cold forming . Technical delivery conditions",
"40f8dca4-2759-4aaa-af76-00e7b9e4873d","108/20","En 13||R A Mottram||J Woolman","2021-04-09T07:24:13Z","2016-12-01T09:18:11Z","2021-04-09T07:24:13Z","2016-12-01T09:18:11Z","1964","Made available in DSpace on 2016-12-01T09:18:11Z (GMT). No. of bitstreams: 1
en_13.pdf: 3974680 bytes, checksum: 7bb7acbeed5e54d9231f522003eda773 (MD5)
  Previous issue date: 1964||Made available in DSpace on 2021-04-09T07:24:13Z (GMT). No. of bitstreams: 1
en_13.pdf: 3974680 bytes, checksum: 7bb7acbeed5e54d9231f522003eda773 (MD5)
  Previous issue date: 1964","The Mechanical And Physical Properties Of The British Standard En Steels  (B.S. 970-1955) Vol.1","http://localhost:8080/xmlui/handle/108/9639",,"ENSteels||En13","MANGANESE-NICKEL-MOLYBDENUM STEEL",
"411dd0d4-9b66-4103-bad4-bbc47c2583f5","108/20","ISO 2143 : 2010","2021-04-09T07:21:08Z","2016-12-02T07:37:26Z","2021-04-09T07:21:08Z","2016-12-02T07:37:26Z","2010","Made available in DSpace on 2016-12-02T07:37:26Z (GMT). No. of bitstreams: 1
2143.pdf: 377330 bytes, checksum: bf5485fc4966a2d18702157d328f3ac5 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-04-09T07:21:08Z (GMT). No. of bitstreams: 1
2143.pdf: 377330 bytes, checksum: bf5485fc4966a2d18702157d328f3ac5 (MD5)
  Previous issue date: 2010",,"http://localhost:8080/xmlui/handle/108/19918",,,"Anodizing of aluminium and its alloys -- Estimation of loss of absorptive power of anodic oxidation coatings after sealing -- Dye-spot test with prior acid treatment",
"41a2bad2-c383-4a3b-b577-6188c13cfb35","108/20","DIN EN 10221 : 1996","2021-04-09T07:23:09Z","2016-12-02T07:37:41Z","2021-04-09T07:23:09Z","2016-12-02T07:37:41Z","1996","Made available in DSpace on 2016-12-02T07:37:41Z (GMT). No. of bitstreams: 1
din-en-10221-1996.pdf: 376805 bytes, checksum: 67be88fc10f3184537f8c769c745fc43 (MD5)
  Previous issue date: 1996||Made available in DSpace on 2021-04-09T07:23:09Z (GMT). No. of bitstreams: 1
din-en-10221-1996.pdf: 376805 bytes, checksum: 67be88fc10f3184537f8c769c745fc43 (MD5)
  Previous issue date: 1996",,"http://localhost:8080/xmlui/handle/108/20052",,"dinstd","Surface quality classes for hot rolled steel bars and rod - Technical delivery conditions",
"42eded76-edb3-4c4a-8457-c7d27b494ab6","108/20","BS 1449-Pt.1.1 : 1991","2021-04-09T07:21:23Z","2016-12-02T07:37:27Z","2021-04-09T07:21:23Z","2016-12-02T07:37:27Z","1991","Made available in DSpace on 2016-12-02T07:37:27Z (GMT). No. of bitstreams: 1
bs 1449 pt 1.1.pdf: 425824 bytes, checksum: 5c559caf62450f9f39b0d80bf9bbe206 (MD5)
  Previous issue date: 1991||Made available in DSpace on 2021-04-09T07:21:23Z (GMT). No. of bitstreams: 1
bs 1449 pt 1.1.pdf: 425824 bytes, checksum: 5c559caf62450f9f39b0d80bf9bbe206 (MD5)
  Previous issue date: 1991",,"http://localhost:8080/xmlui/handle/108/19931",,"britstd","Steel plate, sheet and strip. Carbon and carbon-manganese plate, sheet and strip. General specification",
"4304341c-d9a8-41eb-86c6-9254ba17923e","108/20","ISO 14004 : 2004","2021-04-09T07:22:53Z","2016-12-02T07:37:45Z","2021-04-09T07:22:53Z","2016-12-02T07:37:45Z","2004","Made available in DSpace on 2016-12-02T07:37:45Z (GMT). No. of bitstreams: 1
14004.pdf: 779456 bytes, checksum: 22dc8478efc2b57c1cefe749f91fd131 (MD5)
  Previous issue date: 2004||Made available in DSpace on 2021-04-09T07:22:53Z (GMT). No. of bitstreams: 1
14004.pdf: 779456 bytes, checksum: 22dc8478efc2b57c1cefe749f91fd131 (MD5)
  Previous issue date: 2004",,"http://localhost:8080/xmlui/handle/108/20099",,,"Environmental management systems -- General guidelines on principles, systems and support techniques",
"43121a60-159b-4004-8b19-93f873225af9","108/20","ISO 9 : 1995","2021-04-09T07:20:39Z","2016-12-02T07:37:21Z","2021-04-09T07:20:39Z","2016-12-02T07:37:21Z","1995","Made available in DSpace on 2016-12-02T07:37:21Z (GMT). No. of bitstreams: 1
9.pdf: 2534358 bytes, checksum: 6ef2961f58c2a093454ef2afc59d3271 (MD5)
  Previous issue date: 1995||Made available in DSpace on 2021-04-09T07:20:39Z (GMT). No. of bitstreams: 1
9.pdf: 2534358 bytes, checksum: 6ef2961f58c2a093454ef2afc59d3271 (MD5)
  Previous issue date: 1995",,"http://localhost:8080/xmlui/handle/108/19857",,,"Information and documentation -- Transliteration of Cyrillic characters into Latin characters -- Slavic and non-Slavic languages",
"438eef28-7c9f-4e82-8d84-1766692104c2","108/20","BS EN ISO 9000 : 2000","2021-04-09T07:21:59Z","2016-12-02T07:37:32Z","2021-04-09T07:21:59Z","2016-12-02T07:37:32Z","2000","Made available in DSpace on 2016-12-02T07:37:32Z (GMT). No. of bitstreams: 1
sp6689.pdf: 10862074 bytes, checksum: 649f849f45bb9fd3d8a163769e95eba6 (MD5)
  Previous issue date: 2000||Made available in DSpace on 2021-04-09T07:21:59Z (GMT). No. of bitstreams: 1
sp6689.pdf: 10862074 bytes, checksum: 649f849f45bb9fd3d8a163769e95eba6 (MD5)
  Previous issue date: 2000",,"http://localhost:8080/xmlui/handle/108/19984",,"SP6689||britstd||ardedig","Quality management system - Fundamentals and vocabulary",
"43913653-3fda-4459-a0f7-d3ccb8e42739","108/20","ISO 4548-7 : 1990","2021-04-09T07:23:28Z","2016-12-02T07:37:45Z","2021-04-09T07:23:28Z","2016-12-02T07:37:45Z","1990","Made available in DSpace on 2016-12-02T07:37:45Z (GMT). No. of bitstreams: 1
4548-7.pdf: 1236208 bytes, checksum: b5a687afe7f138bfadde4eea85a5c614 (MD5)
  Previous issue date: 1990||Made available in DSpace on 2021-04-09T07:23:28Z (GMT). No. of bitstreams: 1
4548-7.pdf: 1236208 bytes, checksum: b5a687afe7f138bfadde4eea85a5c614 (MD5)
  Previous issue date: 1990",,"http://localhost:8080/xmlui/handle/108/20096",,,"Methods of test for full-flow lubricating oil filters for internal combustion engines -- Part 7: Vibration fatigue test",
"43e8168f-2461-4568-bf1e-4589cc90196c","108/20","ISO 10001 : 2007","2021-04-09T07:23:59Z","2016-12-02T07:37:47Z","2021-04-09T07:23:59Z","2016-12-02T07:37:47Z","2007","Made available in DSpace on 2016-12-02T07:37:47Z (GMT). No. of bitstreams: 1
10001.pdf: 549218 bytes, checksum: 33841cbcd8ec36801ba2ac314ef10291 (MD5)
  Previous issue date: 2007||Made available in DSpace on 2021-04-09T07:23:59Z (GMT). No. of bitstreams: 1
10001.pdf: 549218 bytes, checksum: 33841cbcd8ec36801ba2ac314ef10291 (MD5)
  Previous issue date: 2007",,"http://localhost:8080/xmlui/handle/108/20122",,,"Quality management -- Customer satisfaction -- Guidelines for codes of conduct for organizations",
"4403f1ac-6bda-4851-8487-fc82174e8d6f","108/20","DIN EN 10296-2 : 2006","2021-04-09T07:21:17Z","2016-12-02T07:37:32Z","2021-04-09T07:21:17Z","2016-12-02T07:37:32Z","2006","Made available in DSpace on 2016-12-02T07:37:32Z (GMT). No. of bitstreams: 1
din-en-10296-2-2006.pdf: 431166 bytes, checksum: 1747a33a25af7b05b3137430abbade80 (MD5)
  Previous issue date: 2006||Made available in DSpace on 2021-04-09T07:21:17Z (GMT). No. of bitstreams: 1
din-en-10296-2-2006.pdf: 431166 bytes, checksum: 1747a33a25af7b05b3137430abbade80 (MD5)
  Previous issue date: 2006",,"http://localhost:8080/xmlui/handle/108/19986",,"dinstd","Welded circular steel tubes for mechanical and general engineering purposes - Technical delivery conditions - Part 2: Stainless steel",
"4598daeb-9ac7-46f6-ae57-0e3b1790e850","108/20","ISO 10002 : 2004/Cor 1 : 2009","2021-04-09T07:19:21Z","2016-12-02T07:37:09Z","2021-04-09T07:19:21Z","2016-12-02T07:37:09Z","2004","Made available in DSpace on 2016-12-02T07:37:09Z (GMT). No. of bitstreams: 1
iso_10002_cor_1.pdf: 111856 bytes, checksum: c43255ad1f2ed2133e34b729b9f99ecf (MD5)
  Previous issue date: 2004||Made available in DSpace on 2021-04-09T07:19:21Z (GMT). No. of bitstreams: 1
iso_10002_cor_1.pdf: 111856 bytes, checksum: c43255ad1f2ed2133e34b729b9f99ecf (MD5)
  Previous issue date: 2004",,"http://localhost:8080/xmlui/handle/108/19730",,,"Quality management -- Customer satisfaction -- Guidelines for complaints handling in organizations -- Technical Corrigendum 1",
"46726b0a-7477-4a48-95ea-3c45fb0867f4","108/20","DIN EN 10222-2 : 2000","2021-04-09T07:23:20Z","2016-12-02T07:37:43Z","2021-04-09T07:23:20Z","2016-12-02T07:37:43Z","2000","Made available in DSpace on 2016-12-02T07:37:43Z (GMT). No. of bitstreams: 1
din-en-10222-2-2000.pdf: 1064817 bytes, checksum: 9ecc33d517f127283effdac35f020f20 (MD5)
  Previous issue date: 2000||Made available in DSpace on 2021-04-09T07:23:20Z (GMT). No. of bitstreams: 1
din-en-10222-2-2000.pdf: 1064817 bytes, checksum: 9ecc33d517f127283effdac35f020f20 (MD5)
  Previous issue date: 2000",,"http://localhost:8080/xmlui/handle/108/20078",,"dinstd","Steel forgings for pressure purposes - Part 2: Ferritic and martensitic steels with specified elevated temperature properties (includes Corrigendum AC:2000)",
"471b7401-ed80-4e9c-b7c0-b8e1a4d9b965","108/20","En 28||R A Mottram||J Woolman","2021-04-09T07:21:20Z","2016-12-01T09:18:07Z","2021-04-09T07:21:20Z","2016-12-01T09:18:07Z","1966","Made available in DSpace on 2016-12-01T09:18:07Z (GMT). No. of bitstreams: 1
en_28.pdf: 3094153 bytes, checksum: 2921c9e46c7215d421d4f73d407b7d89 (MD5)
  Previous issue date: 1966||Made available in DSpace on 2021-04-09T07:21:20Z (GMT). No. of bitstreams: 1
en_28.pdf: 3094153 bytes, checksum: 2921c9e46c7215d421d4f73d407b7d89 (MD5)
  Previous issue date: 1966","The Mechanical And Physical Properties Of The British Standard En Steels  (B.S. 970-1955) Vol.2","http://localhost:8080/xmlui/handle/108/9608",,"ENSteels||En28","3.5 PER CENT NICKEL-CHROMIUM-MOLYBDENUM STEEL",
"4769ea6a-5027-4e4c-b84f-3a554fcef0e5","108/20","ISO 472 : 1999","2021-04-09T07:20:44Z","2016-12-02T07:37:24Z","2021-04-09T07:20:44Z","2016-12-02T07:37:24Z","1999","Made available in DSpace on 2016-12-02T07:37:24Z (GMT). No. of bitstreams: 1
472.pdf: 1174839 bytes, checksum: 8d0d30d9681a0daed8a6766a6be655d8 (MD5)
  Previous issue date: 1999||Made available in DSpace on 2021-04-09T07:20:44Z (GMT). No. of bitstreams: 1
472.pdf: 1174839 bytes, checksum: 8d0d30d9681a0daed8a6766a6be655d8 (MD5)
  Previous issue date: 1999",,"http://localhost:8080/xmlui/handle/108/19885",,,"Plastics -- Vocabulary",
"47af8e86-a430-4f8b-9de1-156465941b15","108/20","ISO 28003 : 2007","2021-04-09T07:23:53Z","2016-12-02T07:37:49Z","2021-04-09T07:23:53Z","2016-12-02T07:37:49Z","2007","Made available in DSpace on 2016-12-02T07:37:49Z (GMT). No. of bitstreams: 1
28003.pdf: 346158 bytes, checksum: d34f6908fab9ac7ac048aa740c6d8bc5 (MD5)
  Previous issue date: 2007||Made available in DSpace on 2021-04-09T07:23:53Z (GMT). No. of bitstreams: 1
28003.pdf: 346158 bytes, checksum: d34f6908fab9ac7ac048aa740c6d8bc5 (MD5)
  Previous issue date: 2007",,"http://localhost:8080/xmlui/handle/108/20135",,,"Security management systems for the supply chain -- Requirements for bodies providing audit and certification of supply chain security management systems",
"4876cbfb-38ce-4d6a-83b1-1cf1fa026caa","108/20","ISO 376 : 2011","2021-04-09T07:20:37Z","2016-12-02T07:37:22Z","2021-04-09T07:20:37Z","2016-12-02T07:37:22Z","2011","Made available in DSpace on 2016-12-02T07:37:22Z (GMT). No. of bitstreams: 1
376.pdf: 335460 bytes, checksum: 909762e3499b9731677ecbd7e42e1c93 (MD5)
  Previous issue date: 2011||Made available in DSpace on 2021-04-09T07:20:37Z (GMT). No. of bitstreams: 1
376.pdf: 335460 bytes, checksum: 909762e3499b9731677ecbd7e42e1c93 (MD5)
  Previous issue date: 2011",,"http://localhost:8080/xmlui/handle/108/19863",,,"Metallic materials -- Calibration of force-proving instruments used for the verification of uniaxial testing machines",
"494670f7-6536-4260-9aee-c48caefca606","108/20","EN 10088-Pt.3 : 2005","2021-04-09T07:21:19Z","2016-12-02T07:37:28Z","2021-04-09T07:21:19Z","2016-12-02T07:37:28Z","2005","Made available in DSpace on 2016-12-02T07:37:28Z (GMT). No. of bitstreams: 1
bs en 10088-3.pdf: 1626897 bytes, checksum: 7400812a74b1fc7e04f03d66ef39ca8d (MD5)
  Previous issue date: 2005||Made available in DSpace on 2021-04-09T07:21:19Z (GMT). No. of bitstreams: 1
bs en 10088-3.pdf: 1626897 bytes, checksum: 7400812a74b1fc7e04f03d66ef39ca8d (MD5)
  Previous issue date: 2005",,"http://localhost:8080/xmlui/handle/108/19939",,"britstd","Stainless steels - Technical delivery conditions for semi-finished products, bars, rods, wire, sections",
"4975805e-8969-47d5-ad46-cd68fbd56abb","108/20","ISO 2631-1 : 1997/Amd 1 : 2010","2021-04-09T07:19:35Z","2016-12-02T07:37:12Z","2021-04-09T07:19:35Z","2016-12-02T07:37:12Z","1997","Made available in DSpace on 2016-12-02T07:37:12Z (GMT). No. of bitstreams: 1
2631-1_amd_1.pdf: 200134 bytes, checksum: 243e6be582456af8d59457d65e6bf03d (MD5)
  Previous issue date: 1997||Made available in DSpace on 2021-04-09T07:19:35Z (GMT). No. of bitstreams: 1
2631-1_amd_1.pdf: 200134 bytes, checksum: 243e6be582456af8d59457d65e6bf03d (MD5)
  Previous issue date: 1997",,"http://localhost:8080/xmlui/handle/108/19760",,,"Mechanical vibration and shock -- Evaluation of human exposure to whole-body vibration -- Part 1: General requirements -- Amendment 1",
"4aa6e1f2-80fb-450a-a3f2-9e7017e874ee","108/20","ISO 6507-3 : 2005","2021-04-09T07:20:13Z","2016-12-02T07:37:26Z","2021-04-09T07:20:13Z","2016-12-02T07:37:26Z","2005","Made available in DSpace on 2016-12-02T07:37:26Z (GMT). No. of bitstreams: 1
6507-3.pdf: 249319 bytes, checksum: 76601b45b34e44085223916a5e1fe9a7 (MD5)
  Previous issue date: 2005||Made available in DSpace on 2021-04-09T07:20:13Z (GMT). No. of bitstreams: 1
6507-3.pdf: 249319 bytes, checksum: 76601b45b34e44085223916a5e1fe9a7 (MD5)
  Previous issue date: 2005",,"http://localhost:8080/xmlui/handle/108/19911",,,"Metallic materials -- Vickers hardness test -- Part 3: Calibration of reference blocks",
"4adcb3e6-373b-4d39-a55a-615710ccdb6c","108/20","DIN EN 10088-1 : 2005","2021-04-09T07:22:24Z","2016-12-02T07:37:38Z","2021-04-09T07:22:24Z","2016-12-02T07:37:38Z","2005","Made available in DSpace on 2016-12-02T07:37:38Z (GMT). No. of bitstreams: 1
din-en-10088-1-2005.pdf: 4858352 bytes, checksum: af36839c677c2f9194833a09ca98e59f (MD5)
  Previous issue date: 2005||Made available in DSpace on 2021-04-09T07:22:24Z (GMT). No. of bitstreams: 1
din-en-10088-1-2005.pdf: 4858352 bytes, checksum: af36839c677c2f9194833a09ca98e59f (MD5)
  Previous issue date: 2005",,"http://localhost:8080/xmlui/handle/108/20022",,"dinstd","Stainless steels - Part 1: List of stainless steels",
"4afe2f5e-c9c4-412e-be83-ad8fa736a826","108/20","ISO 209 : 2007","2021-04-09T07:19:30Z","2016-12-02T07:37:12Z","2021-04-09T07:19:30Z","2016-12-02T07:37:12Z","2007","Made available in DSpace on 2016-12-02T07:37:12Z (GMT). No. of bitstreams: 1
209.pdf: 111558 bytes, checksum: 1608090b926897e6016ec572d99dc683 (MD5)
  Previous issue date: 2007||Made available in DSpace on 2021-04-09T07:19:30Z (GMT). No. of bitstreams: 1
209.pdf: 111558 bytes, checksum: 1608090b926897e6016ec572d99dc683 (MD5)
  Previous issue date: 2007",,"http://localhost:8080/xmlui/handle/108/19755",,,"Aluminium and aluminium alloys -- Chemical composition",
