id,collection,dc.contributor.author,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued,dc.date.issued[],dc.description.provenance[en],dc.identifier.uri,dc.subject[],dc.title[],dc.title[en_US]
"1229f225-2ef8-4533-9e09-ce6c67990925","108/45",,"ARDE SPEC 140","2021-06-08T06:49:22Z","2016-11-24T06:08:02Z","2021-06-08T06:49:22Z","2016-11-24T06:08:02Z",,"1973","Made available in DSpace on 2016-11-24T06:08:02Z (GMT). No. of bitstreams: 1
ss00172.pdf: 2307154 bytes, checksum: 23bed22c7837ebb098602b32832179ff (MD5)
  Previous issue date: 1973||Made available in DSpace on 2021-06-08T06:49:22Z (GMT). No. of bitstreams: 1
ss00172.pdf: 2307154 bytes, checksum: 23bed22c7837ebb098602b32832179ff (MD5)
  Previous issue date: 1973","http://localhost:8080/xmlui/handle/108/378","ARDE/SPECN/140||ardedig","CARTRIDGE SEAT EJECTION DROGUE NO.1 MK.1 FOR GNAT AIRCRAFT INDIGENOUS FILLED",
"12fb92d5-8244-4fd2-834c-1623664dbc36","108/45",,"ARDE SPEC 475","2021-06-08T06:49:18Z","2016-11-24T06:07:43Z","2021-06-08T06:49:18Z","2016-11-24T06:07:43Z",,"1992","Made available in DSpace on 2016-11-24T06:07:43Z (GMT). No. of bitstreams: 1
ss02808.pdf: 7101353 bytes, checksum: 22a2472524d61baad6dccc557d759c93 (MD5)
  Previous issue date: 1992||Made available in DSpace on 2021-06-08T06:49:18Z (GMT). No. of bitstreams: 1
ss02808.pdf: 7101353 bytes, checksum: 22a2472524d61baad6dccc557d759c93 (MD5)
  Previous issue date: 1992","http://localhost:8080/xmlui/handle/108/263","ARDE/SPECN/475||ardedig","Free swimmers distress signal - Specification to govern mixing,pressing,inspection and proof of red flare pellets",
"131ebb2c-de18-417c-a03d-417f8bc34455","108/45",,"ARDE SPEC 305","2021-06-08T06:50:52Z","2016-11-24T06:07:21Z","2021-06-08T06:50:52Z","2016-11-24T06:07:21Z",,"1984","Made available in DSpace on 2016-11-24T06:07:21Z (GMT). No. of bitstreams: 1
ss00323.pdf: 21582276 bytes, checksum: 83777fea75ef5cc4ee69b3ba2fcb76d1 (MD5)
  Previous issue date: 1984||Made available in DSpace on 2021-06-08T06:50:52Z (GMT). No. of bitstreams: 1
ss00323.pdf: 21582276 bytes, checksum: 83777fea75ef5cc4ee69b3ba2fcb76d1 (MD5)
  Previous issue date: 1984","http://localhost:8080/xmlui/handle/108/124","ARDE/SPECN/305||ardedig","AIR DROPPED UNDERWATER GRENADE SUB-ASSEMBLIES OF BODY DELAY UNIT HOUSING ASSEMBLY SEA CELL BATTERY ASSEMBLY PROOF AND COMPLETE ASSEMBLY OF UNDERWATER GRENADE",
"13c1934b-66da-4a60-9279-e25707ffc3bc","108/45",,"ARDE SPEC 236","2021-06-08T06:53:01Z","2016-11-24T06:07:13Z","2021-06-08T06:53:01Z","2016-11-24T06:07:13Z",,,"Made available in DSpace on 2016-11-24T06:07:13Z (GMT). No. of bitstreams: 1
ss00256.pdf: 757998 bytes, checksum: df10e8402bfb34a1563545a141c9e94d (MD5)||Made available in DSpace on 2021-06-08T06:53:01Z (GMT). No. of bitstreams: 1
ss00256.pdf: 757998 bytes, checksum: df10e8402bfb34a1563545a141c9e94d (MD5)","http://localhost:8080/xmlui/handle/108/74","ARDE/SPECN/236||ardedig","CARTRIDGE SEAT EJECTION PRIMARY NO.3 MK.2-1 & CARTRIDGE SEAT EJECTION SECONDARY NO.3 MK.3-4 FOR HUNTER F-56 AIRCRAFT EMPTY",
"13f54b23-6b72-4e8f-97d0-9f9300d79989","108/45",,"ARDE SPEC 28","2021-06-08T06:53:19Z","2016-11-24T06:07:15Z","2021-06-08T06:53:19Z","2016-11-24T06:07:15Z",,"1966","Made available in DSpace on 2016-11-24T06:07:15Z (GMT). No. of bitstreams: 1
ss00028.pdf: 4930434 bytes, checksum: f91724ac04ec8366a8a80bf1e1937039 (MD5)
  Previous issue date: 1966||Made available in DSpace on 2021-06-08T06:53:19Z (GMT). No. of bitstreams: 1
ss00028.pdf: 4930434 bytes, checksum: f91724ac04ec8366a8a80bf1e1937039 (MD5)
  Previous issue date: 1966","http://localhost:8080/xmlui/handle/108/80","ARDE/SPECN/28||ardedig","TRACER SHELL (ARDE 1216/2) EMPTY",
"140ae851-59ef-4c20-b959-1c003908ec19","108/45",,"ARDE SPEC 50","2021-06-08T06:51:22Z","2016-11-24T06:08:15Z","2021-06-08T06:51:22Z","2016-11-24T06:08:15Z",,"1968","Made available in DSpace on 2016-11-24T06:08:15Z (GMT). No. of bitstreams: 1
ss00048.pdf: 8715638 bytes, checksum: d689d766149d9fb14b5e7b6b9cf3d267 (MD5)
  Previous issue date: 1968||Made available in DSpace on 2021-06-08T06:51:22Z (GMT). No. of bitstreams: 1
ss00048.pdf: 8715638 bytes, checksum: d689d766149d9fb14b5e7b6b9cf3d267 (MD5)
  Previous issue date: 1968","http://localhost:8080/xmlui/handle/108/474","ARDE/SPECN/50||ardedig","MINE ANTI-PERSONNEL M16A1 PRACTICE WITH FUZE MINE COMBINATION M605 EMPTY",
"14a1bc38-24e4-4830-af3a-8e5c1eef5a6d","108/45",,"ARDE SPEC 276","2021-06-08T06:49:38Z","2016-11-24T06:08:10Z","2021-06-08T06:49:38Z","2016-11-24T06:08:10Z",,,"Made available in DSpace on 2016-11-24T06:08:10Z (GMT). No. of bitstreams: 1
ss00292.pdf: 7961453 bytes, checksum: eff16d09016ffff380b097aec3631edc (MD5)||Made available in DSpace on 2021-06-08T06:49:38Z (GMT). No. of bitstreams: 1
ss00292.pdf: 7961453 bytes, checksum: eff16d09016ffff380b097aec3631edc (MD5)","http://localhost:8080/xmlui/handle/108/430","ARDE/SPECN/276||ardedig","CARTRIDGE EJECTOR RELEASE UNIT TYPE ARD-863-1 FOR AJEET AIRCRAFT",
"168cf061-737f-4677-af2b-f3d537e0e934","108/45",,"ARDE SPEC 228","2021-06-08T06:48:32Z","2016-11-24T06:07:30Z","2021-06-08T06:48:32Z","2016-11-24T06:07:30Z",,"1977","Made available in DSpace on 2016-11-24T06:07:30Z (GMT). No. of bitstreams: 1
ss00248.pdf: 9785729 bytes, checksum: 28275d419bb95be7ba07d7147fa71c24 (MD5)
  Previous issue date: 1977||Made available in DSpace on 2021-06-08T06:48:32Z (GMT). No. of bitstreams: 1
ss00248.pdf: 9785729 bytes, checksum: 28275d419bb95be7ba07d7147fa71c24 (MD5)
  Previous issue date: 1977","http://localhost:8080/xmlui/handle/108/177","ARDE/SPECN/228||ardedig","IGNITER PYROTECHNIC EMPTY FOR ROCKET A.S. HE NO. MK./PRACTICE NO. MK.",
"16c8026e-d0f6-4625-956d-7b0893429ec2","108/45",,"ARDE SPEC 231","2021-06-08T06:51:32Z","2016-11-24T06:08:21Z","2021-06-08T06:51:32Z","2016-11-24T06:08:21Z",,"1978","Made available in DSpace on 2016-11-24T06:08:21Z (GMT). No. of bitstreams: 1
ss00251.pdf: 3674250 bytes, checksum: a72699778fa406ea92e21b9cfd342ab5 (MD5)
  Previous issue date: 1978||Made available in DSpace on 2021-06-08T06:51:32Z (GMT). No. of bitstreams: 1
ss00251.pdf: 3674250 bytes, checksum: a72699778fa406ea92e21b9cfd342ab5 (MD5)
  Previous issue date: 1978","http://localhost:8080/xmlui/handle/108/510","ARDE/SPECN/231||ardedig","ROCKET A.S. PRACTICE NO. MK. FILLED",
"18448c87-b9f5-4647-b3e9-d92de566a598","108/45",,"ARDE SPEC 200A","2021-06-08T06:48:06Z","2016-11-24T06:08:04Z","2021-06-08T06:48:06Z","2016-11-24T06:08:04Z",,"1994","Made available in DSpace on 2016-11-24T06:08:04Z (GMT). No. of bitstreams: 1
ss03074.pdf: 280907 bytes, checksum: 6190b40aa4b10cb148cdd28e6a72e7a7 (MD5)
  Previous issue date: 1994||Made available in DSpace on 2021-06-08T06:48:06Z (GMT). No. of bitstreams: 1
ss03074.pdf: 280907 bytes, checksum: 6190b40aa4b10cb148cdd28e6a72e7a7 (MD5)
  Previous issue date: 1994","http://localhost:8080/xmlui/handle/108/396","ARDE/SPECN/200A||ardedig","Cartridges submerged ejector signals (Red, Green and Yellow) - Bag assembly",
"189577ab-b999-42f7-9547-4748f010f499","108/45",,"ARDE PS 231","2021-06-08T06:51:12Z","2016-11-24T06:08:13Z","2021-06-08T06:51:12Z","2016-11-24T06:08:13Z",,"1992","Made available in DSpace on 2016-11-24T06:08:13Z (GMT). No. of bitstreams: 1
ss02824.pdf: 7271201 bytes, checksum: 85ec47e5fc98027c7eafbcf4ee1aa204 (MD5)
  Previous issue date: 1992||Made available in DSpace on 2021-06-08T06:51:12Z (GMT). No. of bitstreams: 1
ss02824.pdf: 7271201 bytes, checksum: 85ec47e5fc98027c7eafbcf4ee1aa204 (MD5)
  Previous issue date: 1992","http://localhost:8080/xmlui/handle/108/458","ardedig","HE shell 30mm filled (prov)",
"1907eda9-c0e5-4eee-b5d9-13df64ac7f86","108/45",,"ARDE SPEC 268  &  ARDE PS 127","2021-06-08T06:49:03Z","2016-11-24T06:07:40Z","2021-06-08T06:49:03Z","2016-11-24T06:07:40Z",,"1980","Made available in DSpace on 2016-11-24T06:07:40Z (GMT). No. of bitstreams: 1
ss00288.pdf: 27513775 bytes, checksum: bac5a5221741b8cf3d4393096fc0491d (MD5)
  Previous issue date: 1980||Made available in DSpace on 2021-06-08T06:49:03Z (GMT). No. of bitstreams: 1
ss00288.pdf: 27513775 bytes, checksum: bac5a5221741b8cf3d4393096fc0491d (MD5)
  Previous issue date: 1980","http://localhost:8080/xmlui/handle/108/243","ARDE/SPECN/268||ardedig","CARTRIDGE MINIFLARE (A) MK.I GREEN",
"190df024-8395-4368-84c6-503af0f210f7","108/45",,"ARDE SPEC 248","2021-06-08T06:48:59Z","2016-11-24T06:08:02Z","2021-06-08T06:48:59Z","2016-11-24T06:08:02Z",,"1978","Made available in DSpace on 2016-11-24T06:08:02Z (GMT). No. of bitstreams: 1
ss00270.pdf: 88298140 bytes, checksum: a11e0ed4866ba6b1e21d47b47204fb23 (MD5)
  Previous issue date: 1978||Made available in DSpace on 2021-06-08T06:48:59Z (GMT). No. of bitstreams: 1
ss00270.pdf: 88298140 bytes, checksum: a11e0ed4866ba6b1e21d47b47204fb23 (MD5)
  Previous issue date: 1978","http://localhost:8080/xmlui/handle/108/377","ARDE/SPECN/248||ardedig","ROCKET MOTOR PROPULSION UNIT EMPTY FOR ROCKET 122MM HE FRAGMENTATION",
"1922d6f2-94fe-4d60-b9f0-2d5b7383acbf","108/45",,"ARDE PS 231","2021-06-08T06:51:11Z","2016-11-24T06:08:14Z","2021-06-08T06:51:11Z","2016-11-24T06:08:14Z",,"1992","Made available in DSpace on 2016-11-24T06:08:14Z (GMT). No. of bitstreams: 1
ss02814.pdf: 14385450 bytes, checksum: ec7288b6813909166d58ee5e8cb1f2ef (MD5)
  Previous issue date: 1992||Made available in DSpace on 2021-06-08T06:51:11Z (GMT). No. of bitstreams: 1
ss02814.pdf: 14385450 bytes, checksum: ec7288b6813909166d58ee5e8cb1f2ef (MD5)
  Previous issue date: 1992","http://localhost:8080/xmlui/handle/108/468","ardedig","HE shell 30mm filled (prov)",
"192d92b7-aa7c-439c-bde9-6c2f34a92411","108/45",,"ARDE PS 186","2021-06-08T06:48:17Z","2016-11-24T06:07:29Z","2021-06-08T06:48:17Z","2016-11-24T06:07:29Z",,"1988","Made available in DSpace on 2016-11-24T06:07:29Z (GMT). No. of bitstreams: 1
ss00487.pdf: 6340139 bytes, checksum: 8345d4173d234fff110fc504089db5af (MD5)
  Previous issue date: 1988||Made available in DSpace on 2021-06-08T06:48:17Z (GMT). No. of bitstreams: 1
ss00487.pdf: 6340139 bytes, checksum: 8345d4173d234fff110fc504089db5af (MD5)
  Previous issue date: 1988","http://localhost:8080/xmlui/handle/108/170","ardedig","PROXIMITY FUZE MK.1 FOR 4.5"" GUN EMPTY",
"19cd910b-ca86-40ef-9bd9-9abcf9a2cf82","108/45",,"ARDE SPEC 224  &  ARDE PS 100","2021-06-08T06:53:07Z","2016-11-24T06:07:18Z","2021-06-08T06:53:07Z","2016-11-24T06:07:18Z",,"1977","Made available in DSpace on 2016-11-24T06:07:18Z (GMT). No. of bitstreams: 1
ss00244.pdf: 759839 bytes, checksum: 9aa28082be757ce99519333b0d62f0de (MD5)
  Previous issue date: 1977||Made available in DSpace on 2021-06-08T06:53:07Z (GMT). No. of bitstreams: 1
ss00244.pdf: 759839 bytes, checksum: 9aa28082be757ce99519333b0d62f0de (MD5)
  Previous issue date: 1977","http://localhost:8080/xmlui/handle/108/97","ARDE/SPECN/224||ardedig","PRIMER PERCUSSION QF CARTRIDGES NO._ FILLED",
"19f3eebc-5121-4ef7-aebb-575a6ad4dd4b","108/45",,"ARDE SPEC 427","2021-06-08T06:53:23Z","2016-11-24T06:08:04Z","2021-06-08T06:53:23Z","2016-11-24T06:08:04Z",,"1989","Made available in DSpace on 2016-11-24T06:08:04Z (GMT). No. of bitstreams: 1
ss00091.pdf: 4351591 bytes, checksum: 5994725bb4e8287eb576e420ba6cfbfd (MD5)
  Previous issue date: 1989||Made available in DSpace on 2021-06-08T06:53:23Z (GMT). No. of bitstreams: 1
ss00091.pdf: 4351591 bytes, checksum: 5994725bb4e8287eb576e420ba6cfbfd (MD5)
  Previous issue date: 1989","http://localhost:8080/xmlui/handle/108/393","ARDE/SPECN/427||ardedig","MORTAR BOMB 120MM SCREENING SMOKE 1A FILLED",
"1aa52112-f200-4cf7-a88c-33a534436982","108/45",,"ARDE SPEC 373","2021-06-08T06:50:34Z","2016-11-24T06:08:03Z","2021-06-08T06:50:34Z","2016-11-24T06:08:03Z",,"1988","Made available in DSpace on 2016-11-24T06:08:03Z (GMT). No. of bitstreams: 1
ss00354.pdf: 948125 bytes, checksum: 827f13cf1cd8bf0741dd30810a21a735 (MD5)
  Previous issue date: 1988||Made available in DSpace on 2021-06-08T06:50:34Z (GMT). No. of bitstreams: 1
ss00354.pdf: 948125 bytes, checksum: 827f13cf1cd8bf0741dd30810a21a735 (MD5)
  Previous issue date: 1988","http://localhost:8080/xmlui/handle/108/380","ARDE/SPECN/373||ardedig","CARTRIDGE CASE QF 30MM BRASS EMPTY",
"1ab54e13-6c11-43db-956d-ffdb0e303c34","108/45",,"ARDE SPEC 162B","2021-06-08T06:51:48Z","2016-11-24T06:08:18Z","2021-06-08T06:51:48Z","2016-11-24T06:08:18Z",,"1976","Made available in DSpace on 2016-11-24T06:08:18Z (GMT). No. of bitstreams: 1
ss00194.pdf: 903783 bytes, checksum: 03c0058f448a11c499d5b0c9ed14199c (MD5)
  Previous issue date: 1976||Made available in DSpace on 2021-06-08T06:51:48Z (GMT). No. of bitstreams: 1
ss00194.pdf: 903783 bytes, checksum: 03c0058f448a11c499d5b0c9ed14199c (MD5)
  Previous issue date: 1976","http://localhost:8080/xmlui/handle/108/489","ARDE/SPECN/162B||ardedig","SHELL 76.2MM HE AND PRACTICE EMPTY",
"1b07aee8-c632-43b2-9c3f-5c9a855ee974","108/45",,"ARDE SPEC 239","2021-06-08T06:50:05Z","2016-11-24T06:07:53Z","2021-06-08T06:50:05Z","2016-11-24T06:07:53Z",,,"Made available in DSpace on 2016-11-24T06:07:53Z (GMT). No. of bitstreams: 1
ss00261.pdf: 500740 bytes, checksum: 435cd15ed6d1fc584a948bd05d698d1d (MD5)||Made available in DSpace on 2021-06-08T06:50:05Z (GMT). No. of bitstreams: 1
ss00261.pdf: 500740 bytes, checksum: 435cd15ed6d1fc584a948bd05d698d1d (MD5)","http://localhost:8080/xmlui/handle/108/326","ARDE/SPECN/239||ardedig","CARTRIDGE ELECTRIC CANOPY JETTISONING FOR HF-24 AIRCRAFT FILLED",
"1bf2e2d8-a3b2-4731-b6fb-84e96df78de7","108/45",,"ARDE SPEC 217","2021-06-08T06:48:04Z","2016-11-24T06:07:23Z","2021-06-08T06:48:04Z","2016-11-24T06:07:23Z",,"1978","Made available in DSpace on 2016-11-24T06:07:23Z (GMT). No. of bitstreams: 1
ss00237.pdf: 678667 bytes, checksum: 0c6838efd7628f7d50e8ec6fdd106e65 (MD5)
  Previous issue date: 1978||Made available in DSpace on 2021-06-08T06:48:04Z (GMT). No. of bitstreams: 1
ss00237.pdf: 678667 bytes, checksum: 0c6838efd7628f7d50e8ec6fdd106e65 (MD5)
  Previous issue date: 1978","http://localhost:8080/xmlui/handle/108/132","ARDE/SPECN/217||ardedig","OPERATIONAL LIMPET MINE MK.2 (TIMER 29 HOURS)",
"1d089011-e3c2-4b10-924a-03a46dc34e07","108/45",,"ARDE SPEC 269  &  ARDE PS 128","2021-06-08T06:48:37Z","2016-11-24T06:07:30Z","2021-06-08T06:48:37Z","2016-11-24T06:07:30Z",,,"Made available in DSpace on 2016-11-24T06:07:30Z (GMT). No. of bitstreams: 1
ss02686.pdf: 31698505 bytes, checksum: 28a22ffc4a0bc0ef3427495aea634a9c (MD5)||Made available in DSpace on 2021-06-08T06:48:37Z (GMT). No. of bitstreams: 1
ss02686.pdf: 31698505 bytes, checksum: 28a22ffc4a0bc0ef3427495aea634a9c (MD5)","http://localhost:8080/xmlui/handle/108/178","ARDE/SPECN/269||ardedig","CARTRIDGE MINIFLARE (A) MK.1 ILLUMINATING",
"1d44fa9b-79d8-4495-8fe8-6afc8aacf9a8","108/45",,"ARDE PS 136","2021-06-08T06:50:24Z","2016-11-24T06:08:01Z","2021-06-08T06:50:24Z","2016-11-24T06:08:01Z",,,"Made available in DSpace on 2016-11-24T06:08:01Z (GMT). No. of bitstreams: 1
ss00459.pdf: 17646890 bytes, checksum: f107190746d558b03efa80d543e6865a (MD5)||Made available in DSpace on 2021-06-08T06:50:24Z (GMT). No. of bitstreams: 1
ss00459.pdf: 17646890 bytes, checksum: f107190746d558b03efa80d543e6865a (MD5)","http://localhost:8080/xmlui/handle/108/370","ardedig","PYROTECHNIC IGNITER CARTRIDGE PV-50 FOR MIG-21M & 21MF TYPE 96 AIRCRAFT FILLED",
"1e0fa491-ec43-4482-9802-d9bf3c475dda","108/45",,"ARDE SPEC 252","2021-06-08T06:50:32Z","2016-11-24T06:08:00Z","2021-06-08T06:50:32Z","2016-11-24T06:08:00Z",,"1979","Made available in DSpace on 2016-11-24T06:08:00Z (GMT). No. of bitstreams: 1
ss00276.pdf: 42173824 bytes, checksum: 7f1e2cef46ffd5992880191000aca87c (MD5)
  Previous issue date: 1979||Made available in DSpace on 2021-06-08T06:50:32Z (GMT). No. of bitstreams: 1
ss00276.pdf: 42173824 bytes, checksum: 7f1e2cef46ffd5992880191000aca87c (MD5)
  Previous issue date: 1979","http://localhost:8080/xmlui/handle/108/366","ARDE/SPECN/252||ardedig","PRIMER ELECTRIC QF CARTRIDGES NO.17 MK.N4 INDIA EMPTY",
"1f88d1a6-b0c9-4edb-80e9-ed2b7c8dc208","108/45",,"ARDE PS 143","2021-06-08T06:51:08Z","2016-11-24T06:07:13Z","2021-06-08T06:51:08Z","2016-11-24T06:07:13Z",,,"Made available in DSpace on 2016-11-24T06:07:13Z (GMT). No. of bitstreams: 1
ss00467.pdf: 12670434 bytes, checksum: a5800d59ce3c62b21db0d8ae006fb384 (MD5)||Made available in DSpace on 2021-06-08T06:51:08Z (GMT). No. of bitstreams: 1
ss00467.pdf: 12670434 bytes, checksum: a5800d59ce3c62b21db0d8ae006fb384 (MD5)","http://localhost:8080/xmlui/handle/108/71","ardedig","STATIC PROOF OF ROCKET MOTOR ASSEMBLY OF A/S ROCKET RGB-25 ON ROTATING TEST RIG",
"1fffa1a0-9d51-4852-a381-c27f471b4134","108/45",,"ARDE SPEC 54","2021-06-08T06:48:47Z","2016-11-24T06:07:36Z","2021-06-08T06:48:47Z","2016-11-24T06:07:36Z",,"1967","Made available in DSpace on 2016-11-24T06:07:36Z (GMT). No. of bitstreams: 1
ss00118.pdf: 3778507 bytes, checksum: da1d16130ed2f3969f55d42b046a1d90 (MD5)
  Previous issue date: 1967||Made available in DSpace on 2021-06-08T06:48:47Z (GMT). No. of bitstreams: 1
ss00118.pdf: 3778507 bytes, checksum: da1d16130ed2f3969f55d42b046a1d90 (MD5)
  Previous issue date: 1967","http://localhost:8080/xmlui/handle/108/215","ARDE/SPECN/54||ardedig","SIGNAL DISTRESS DAY AND NIGHT-NO.1 MK IN 1 FILLED",
"2005961f-7421-4c8d-8222-eb47bb28149a","108/45",,"ARDE SPEC 476","2021-06-08T06:49:56Z","2016-11-24T06:07:51Z","2021-06-08T06:49:56Z","2016-11-24T06:07:51Z",,"1992","Made available in DSpace on 2016-11-24T06:07:51Z (GMT). No. of bitstreams: 1
ss02807.pdf: 6211276 bytes, checksum: ae520b31c00b0333da92732c0c65b3b3 (MD5)
  Previous issue date: 1992||Made available in DSpace on 2021-06-08T06:49:56Z (GMT). No. of bitstreams: 1
ss02807.pdf: 6211276 bytes, checksum: ae520b31c00b0333da92732c0c65b3b3 (MD5)
  Previous issue date: 1992","http://localhost:8080/xmlui/handle/108/313","ARDE/SPECN/476||ardedig","Free swimmers distress signal - Day/night",
"20704198-4391-4d60-9947-d19e59a34e3a","108/45",,"ARDE SPEC 251","2021-06-08T06:49:42Z","2016-11-24T06:07:47Z","2021-06-08T06:49:42Z","2016-11-24T06:07:47Z",,,"Made available in DSpace on 2016-11-24T06:07:47Z (GMT). No. of bitstreams: 1
ss00275.pdf: 41039667 bytes, checksum: 0a4396358c734ada12ae69208a647f64 (MD5)||Made available in DSpace on 2021-06-08T06:49:42Z (GMT). No. of bitstreams: 1
ss00275.pdf: 41039667 bytes, checksum: 0a4396358c734ada12ae69208a647f64 (MD5)","http://localhost:8080/xmlui/handle/108/292","ARDE/SPECN/251||ardedig","CARTRIDGE 30MM ADEN GUN TRACER MK 1Z",
"20a7a484-a545-42d2-b4d2-3dab0bea2473","108/45",,"ARDE SPEC 232","2021-06-08T06:52:03Z","2016-11-24T06:08:20Z","2021-06-08T06:52:03Z","2016-11-24T06:08:20Z",,"1978","Made available in DSpace on 2016-11-24T06:08:20Z (GMT). No. of bitstreams: 1
ss00252.pdf: 1034669 bytes, checksum: 616b1cf90a0b5dc12dbdd34235e7ac12 (MD5)
  Previous issue date: 1978||Made available in DSpace on 2021-06-08T06:52:03Z (GMT). No. of bitstreams: 1
ss00252.pdf: 1034669 bytes, checksum: 616b1cf90a0b5dc12dbdd34235e7ac12 (MD5)
  Previous issue date: 1978","http://localhost:8080/xmlui/handle/108/500","ARDE/SPECN/232||ardedig","PYROTECHNIC IGNITER ASSEMBLY FILLED FOR ROCKET A.S. HE NO. MK. /PRACTICE NO. MK. FILLED",
"20cb91a8-a628-4b34-81ee-4d467d2173c1","108/45",,"ARDE PS 142","2021-06-08T06:52:12Z","2016-11-24T06:08:22Z","2021-06-08T06:52:12Z","2016-11-24T06:08:22Z",,,"Made available in DSpace on 2016-11-24T06:08:22Z (GMT). No. of bitstreams: 1
ss00466.pdf: 29562035 bytes, checksum: 9329e7592109a96c502f0eaa924b5cc8 (MD5)||Made available in DSpace on 2021-06-08T06:52:12Z (GMT). No. of bitstreams: 1
ss00466.pdf: 29562035 bytes, checksum: 9329e7592109a96c502f0eaa924b5cc8 (MD5)","http://localhost:8080/xmlui/handle/108/515","ardedig","CARTRIDGE ELECTRIC OPERATING FIRE EXTINGUISHER 3 PIN NO.3 MK.3 FILLED",
"220190f7-2e15-426e-bf74-45cad5e74af3","108/45",,"ARDE SPEC 172  &  ARDE PS 77","2021-06-08T06:49:12Z","2016-11-24T06:07:41Z","2021-06-08T06:49:12Z","2016-11-24T06:07:41Z",,,"Made available in DSpace on 2016-11-24T06:07:41Z (GMT). No. of bitstreams: 1
ss00204.pdf: 35076113 bytes, checksum: acc17ba03d935e80b658c5168b651ab8 (MD5)||Made available in DSpace on 2021-06-08T06:49:12Z (GMT). No. of bitstreams: 1
ss00204.pdf: 35076113 bytes, checksum: acc17ba03d935e80b658c5168b651ab8 (MD5)","http://localhost:8080/xmlui/handle/108/251","ARDE/SPECN/172||ardedig","CARTRIDGE SEAT EJECTION SET FOR HJT-16 AIRCRAFT EMPTY AND PROOF",
"2289b62d-c4c4-4c9b-9453-bc689e5fef08","108/45",,"ARDE SPEC 227","2021-06-08T06:47:53Z","2016-11-24T06:07:22Z","2021-06-08T06:47:53Z","2016-11-24T06:07:22Z",,"1977","Made available in DSpace on 2016-11-24T06:07:22Z (GMT). No. of bitstreams: 1
ss00247.pdf: 13288267 bytes, checksum: ec0e8abc729bfa391bf1b1dd05867d44 (MD5)
  Previous issue date: 1977||Made available in DSpace on 2021-06-08T06:47:53Z (GMT). No. of bitstreams: 1
ss00247.pdf: 13288267 bytes, checksum: ec0e8abc729bfa391bf1b1dd05867d44 (MD5)
  Previous issue date: 1977","http://localhost:8080/xmlui/handle/108/128","ARDE/SPECN/227||ardedig","ROCKET A.S. HE NO. MK./PRACTICE NO. MK. EMPTY",
"23599c0a-6ec6-4590-b447-83ab1314a4f6","108/45",,"ARDE SPEC 291","2021-06-08T06:48:34Z","2016-11-24T06:07:31Z","2021-06-08T06:48:34Z","2016-11-24T06:07:31Z",,,"Made available in DSpace on 2016-11-24T06:07:31Z (GMT). No. of bitstreams: 1
ss00305.pdf: 23070710 bytes, checksum: 5c38ad87886c97f7e18c2406af489fe4 (MD5)||Made available in DSpace on 2021-06-08T06:48:34Z (GMT). No. of bitstreams: 1
ss00305.pdf: 23070710 bytes, checksum: 5c38ad87886c97f7e18c2406af489fe4 (MD5)","http://localhost:8080/xmlui/handle/108/186","ARDE/SPECN/291||ardedig","CARTRIDGE ELECTRIC OPERATING FIRE EXTINGUISHER 3 PIN NO.3 MK.3 FILLED",
"24bf1579-6bb9-4f0c-adcc-6d863ff0224f","108/45",,"ARDE PS 7","2021-06-08T06:53:35Z","2016-11-24T06:07:20Z","2021-06-08T06:53:35Z","2016-11-24T06:07:20Z",,,"Made available in DSpace on 2016-11-24T06:07:20Z (GMT). No. of bitstreams: 1
ss00366.pdf: 7483934 bytes, checksum: 44b1a43e3725bd2e9e97452e2427165c (MD5)||Made available in DSpace on 2021-06-08T06:53:35Z (GMT). No. of bitstreams: 1
ss00366.pdf: 7483934 bytes, checksum: 44b1a43e3725bd2e9e97452e2427165c (MD5)","http://localhost:8080/xmlui/handle/108/116","ardedig","SHELL 25PR HESH EMPTY",
"25130628-49e7-4f53-9d3c-733328893b3f","108/45",,"ARDE PS 212","2021-06-08T06:49:23Z","2016-11-24T06:07:38Z","2021-06-08T06:49:23Z","2016-11-24T06:07:38Z",,,"Made available in DSpace on 2016-11-24T06:07:38Z (GMT). No. of bitstreams: 1
ss02601.pdf: 2598242 bytes, checksum: c659c6e4c3d437a3cfc857be262102b3 (MD5)||Made available in DSpace on 2021-06-08T06:49:23Z (GMT). No. of bitstreams: 1
ss02601.pdf: 2598242 bytes, checksum: c659c6e4c3d437a3cfc857be262102b3 (MD5)","http://localhost:8080/xmlui/handle/108/232","ardedig","PROOF AND SENTENCING CONDITIONS FOR SHOT PROOF 105MM TANK GUN REPRESENTING FSAPDS SHOT",
