id,collection,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued[],dc.description.abstract[en_US],dc.description.provenance[en],dc.description[],dc.identifier.citation[],dc.identifier.citation[en_US],dc.identifier.uri,dc.language.iso[],dc.language.iso[en_US],dc.publisher[],dc.publisher[en_US],dc.subject[],dc.subject[en_US],dc.title.alternative[en_US],dc.title[],dc.title[en_US],dc.type[],dc.type[en_US]
"1cf70f93-18c6-439a-85a5-c583fc622bbb","108/2",,"2021-04-07T08:49:29Z","2016-12-08T10:50:30Z","2021-04-07T08:49:29Z","2016-12-08T10:50:30Z","2011-05-16",,"Made available in DSpace on 2016-12-08T10:50:30Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 7035453d255868bda88b29c5622a3dc7 (MD5)
arjun.pdf: 10988 bytes, checksum: 3b6c1e3eb595155adec0d7375e623a62 (MD5)
  Previous issue date: 2011-05-16||Made available in DSpace on 2021-04-07T08:49:29Z (GMT). No. of bitstreams: 2
arjun.pdf: 10988 bytes, checksum: 3b6c1e3eb595155adec0d7375e623a62 (MD5)
license.txt: 1831 bytes, checksum: 7035453d255868bda88b29c5622a3dc7 (MD5)
  Previous issue date: 2011-05-16",,,,"http://localhost:8080/xmlui/handle/108/84631","en",,"Aviation Week",,"MBT||Arjun Mk II||Armament||Air Defence Gun",,,"Advanced Tank For India Ready For Testing",,"Article",
"1d24f01d-0db9-4bb3-8bd2-742caaa4922c","108/2","Peri, Dinakar","2021-04-07T08:51:37Z","2017-03-14T09:41:10Z","2021-04-07T08:51:37Z","2017-03-14T09:41:10Z","2017-03-12",,"Submitted by Ajay Pandey (akpandey@arde.org) on 2017-03-14T09:41:10Z
No. of bitstreams: 1
The Hindu12march20170001.pdf: 459030 bytes, checksum: 5ef4d7952e79cf78d5281569b5d6ef0a (MD5)||Made available in DSpace on 2017-03-14T09:41:10Z (GMT). No. of bitstreams: 1
The Hindu12march20170001.pdf: 459030 bytes, checksum: 5ef4d7952e79cf78d5281569b5d6ef0a (MD5)
  Previous issue date: 2017-03-12||Made available in DSpace on 2021-04-07T08:51:37Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
The Hindu12march20170001.pdf: 459030 bytes, checksum: 5ef4d7952e79cf78d5281569b5d6ef0a (MD5)
  Previous issue date: 2017-03-12",,,"The Hindu, 12 March 2017","http://localhost:8080/xmlui/handle/108/148941",,,,,,"Military fund||Defence acquisition||Non-lapsable Capital Fund",,,"Non-Iapsable fund sought for arms buy",,
"1db23177-7fc7-4be5-abc9-54fe555d5438","108/2","Dighe, Sandip","2021-04-07T08:51:14Z","2017-11-27T06:08:09Z","2021-04-07T08:51:14Z","2017-11-27T06:08:09Z","2017-11-27",,"Submitted by Ajay Pandey (akpandey@arde.org) on 2017-11-27T06:08:09Z
No. of bitstreams: 1
newsTOI27nov20170001.pdf: 1855879 bytes, checksum: ae3c599576e60d520520a28109c3b4a9 (MD5)||Made available in DSpace on 2017-11-27T06:08:09Z (GMT). No. of bitstreams: 1
newsTOI27nov20170001.pdf: 1855879 bytes, checksum: ae3c599576e60d520520a28109c3b4a9 (MD5)
  Previous issue date: 2017-11-27||Made available in DSpace on 2021-04-07T08:51:14Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
newsTOI27nov20170001.pdf: 1855879 bytes, checksum: ae3c599576e60d520520a28109c3b4a9 (MD5)
  Previous issue date: 2017-11-27",,,"The Times of India, 24 nov 2017","http://localhost:8080/xmlui/handle/108/151700",,,,,,"HEMRL||Solid Propellant booster||BrahMos||Supersonic Cruise||Missile Ramjet engine||DRDO",,,"HEMRL builds indigenous booster for BrahMos missile",,
"1f010f83-a3ba-4961-9ea5-36f3fc5e9f02","108/2","News Service","2021-04-07T08:51:13Z","2017-11-28T10:30:59Z","2021-04-07T08:51:13Z","2017-11-28T10:30:59Z","2017-11-28",,"Submitted by Ajay Pandey (akpandey@arde.org) on 2017-11-28T10:30:59Z
No. of bitstreams: 1
news 28 nov 20170001.pdf: 1305056 bytes, checksum: 836990d96cc500b668a149589ed95c54 (MD5)||Made available in DSpace on 2017-11-28T10:30:59Z (GMT). No. of bitstreams: 1
news 28 nov 20170001.pdf: 1305056 bytes, checksum: 836990d96cc500b668a149589ed95c54 (MD5)
  Previous issue date: 2017-11-28||Made available in DSpace on 2021-04-07T08:51:13Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
news 28 nov 20170001.pdf: 1305056 bytes, checksum: 836990d96cc500b668a149589ed95c54 (MD5)
  Previous issue date: 2017-11-28",,,"The Economic Times, 25 nov 2017","http://localhost:8080/xmlui/handle/108/151701",,,,,,"DARPA||Sukhoi Su-30 MKI||DRDO||NPO Mashinostroyeniya||HEMRL",,,"Use Defence Budget To Boost Innovation",,
"2018bb46-0d7f-449e-843e-65887cd566ad","108/2",,"2021-04-07T08:49:58Z","2016-12-08T10:50:24Z","2021-04-07T08:49:58Z","2016-12-08T10:50:24Z","2010-06-10",,"Made available in DSpace on 2016-12-08T10:50:24Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: fc2131646027e5e0cffaa9c04b544506 (MD5)
10Jun 1.pdf: 34992 bytes, checksum: f1fd147cdfab8aab9326dcce34911ea7 (MD5)
  Previous issue date: 2010-06-10||Made available in DSpace on 2021-04-07T08:49:58Z (GMT). No. of bitstreams: 2
10Jun 1.pdf: 34992 bytes, checksum: f1fd147cdfab8aab9326dcce34911ea7 (MD5)
license.txt: 1831 bytes, checksum: fc2131646027e5e0cffaa9c04b544506 (MD5)
  Previous issue date: 2010-06-10","The Hindu, Chennai, 10 June 2010",,,"http://localhost:8080/xmlui/handle/108/84574","en",,,,"Bomb||Laser",,,"Flight tests of laser-guided bombs tested",,"Article",
"20f00202-1f84-4994-9386-e92cc33cbe07","108/2","Shukla, Ajai","2021-04-07T08:49:27Z","2016-12-08T10:50:30Z","2021-04-07T08:49:27Z","2016-12-08T10:50:30Z","2011-03-07",,"Made available in DSpace on 2016-12-08T10:50:30Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 3fbd2478acc3ed8a179343a01c352044 (MD5)
dhruv.pdf: 15593 bytes, checksum: cb0cd3229d56668cadfc4c5a1d4ba0dc (MD5)
  Previous issue date: 2011-03-07||Made available in DSpace on 2021-04-07T08:49:27Z (GMT). No. of bitstreams: 2
dhruv.pdf: 15593 bytes, checksum: cb0cd3229d56668cadfc4c5a1d4ba0dc (MD5)
license.txt: 1831 bytes, checksum: 3fbd2478acc3ed8a179343a01c352044 (MD5)
  Previous issue date: 2011-03-07",,"Business Standard, New Delhi, 7 March 2011",,"http://localhost:8080/xmlui/handle/108/84635","en",,,,"Dhruv||Helicopter||DRDO",,,"In Siachen, Dhruv proves a world-beater",,"Article",
"21434a2f-e4b9-4390-891d-2028f6666e9e","108/2","THE HINDU","2021-04-07T08:51:00Z","2018-01-19T06:16:23Z","2021-04-07T08:51:00Z","2018-01-19T06:16:23Z","2018-01-19",,"Submitted by Ajay Pandey (akpandey@arde.org) on 2018-01-19T06:16:23Z
No. of bitstreams: 1
scan0002.pdf: 488120 bytes, checksum: 36831f1ad8dd6f78584cec400f4a96d3 (MD5)||Made available in DSpace on 2018-01-19T06:16:23Z (GMT). No. of bitstreams: 1
scan0002.pdf: 488120 bytes, checksum: 36831f1ad8dd6f78584cec400f4a96d3 (MD5)
  Previous issue date: 2018-01-19||Made available in DSpace on 2021-04-07T08:51:00Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
scan0002.pdf: 488120 bytes, checksum: 36831f1ad8dd6f78584cec400f4a96d3 (MD5)
  Previous issue date: 2018-01-19",,,,"http://localhost:8080/xmlui/handle/108/152185",,"en_US",,"The Hindu",,"Ministry of defence||ADG M&C||I&B",,,"Defence Ministry Nominee takes over as media officer",,"Article"
"22afd455-b5ca-469d-8029-e3e62768de9e","108/2","Shukla, Ajai","2021-04-07T08:50:28Z","2016-12-08T10:50:18Z","2021-04-07T08:50:28Z","2016-12-08T10:50:18Z","2015-01-06",,"Made available in DSpace on 2016-12-08T10:50:18Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: b808e369d2ffd8819997ff899220c848 (MD5)
DPSU.pdf: 68887 bytes, checksum: fc199621b1ff7e650825ce544fbcab04 (MD5)
  Previous issue date: 2015-01-06||Made available in DSpace on 2021-04-07T08:50:28Z (GMT). No. of bitstreams: 2
DPSU.pdf: 68887 bytes, checksum: fc199621b1ff7e650825ce544fbcab04 (MD5)
license.txt: 1831 bytes, checksum: b808e369d2ffd8819997ff899220c848 (MD5)
  Previous issue date: 2015-01-06",,"Shukla Ajai(2015) DefMin to ease procurement procedure, galvanise industry with “Make” projects,Business Standard",,"http://localhost:8080/xmlui/handle/108/84536",,,"Business Standard",,,,,"DefMin to ease procurement procedure, galvanise industry with “Make” projects",,"Article",
"25b87929-a396-47b1-9b7a-34255ae7141e","108/2","Josheph, Josey","2021-04-07T08:50:00Z","2016-12-08T10:50:23Z","2021-04-07T08:50:00Z","2016-12-08T10:50:23Z","2010-08-01",,"Made available in DSpace on 2016-12-08T10:50:23Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 78d5954c67983f3b32153317bca4e225 (MD5)
02Aug 21TOI.pdf: 321969 bytes, checksum: 1f894bf4f38317426ce4d314bfe12cfb (MD5)
  Previous issue date: 2010-08-01||Made available in DSpace on 2021-04-07T08:50:00Z (GMT). No. of bitstreams: 2
02Aug 21TOI.pdf: 321969 bytes, checksum: 1f894bf4f38317426ce4d314bfe12cfb (MD5)
license.txt: 1831 bytes, checksum: 78d5954c67983f3b32153317bca4e225 (MD5)
  Previous issue date: 2010-08-01","The Times of India, New Delhi, 01 August 2010",,,"http://localhost:8080/xmlui/handle/108/84571","en",,,,"DRDO||Defence Procurement||MIC",,,"Farewell to foreign arms",,"Article",
"2637fce3-e995-4e31-9280-ee4762c2f840","108/2","Shukla, Ajai","2021-04-07T08:49:24Z","2016-12-08T10:50:31Z","2021-04-07T08:49:24Z","2016-12-08T10:50:31Z","2011",,"Made available in DSpace on 2016-12-08T10:50:31Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 5a5bae7b091a63a8ceaaeeba1fa31607 (MD5)
FMBT.pdf: 32862 bytes, checksum: 7e53ead57b2e194cc3e0fbf85aec232d (MD5)
  Previous issue date: 2011||Made available in DSpace on 2021-04-07T08:49:24Z (GMT). No. of bitstreams: 2
FMBT.pdf: 32862 bytes, checksum: 7e53ead57b2e194cc3e0fbf85aec232d (MD5)
license.txt: 1831 bytes, checksum: 5a5bae7b091a63a8ceaaeeba1fa31607 (MD5)
  Previous issue date: 2011",,"The Bussiness Standered ,2012",,"http://localhost:8080/xmlui/handle/108/84647",,,,,"MBT Arjun||FMBT",,,"FMBT : Army dithers over futuristic tank DRDO pursues  engine (Part I)",,"Article",
"281cb743-4730-4cc7-b8eb-fbcaf110f380","108/2","Bedi, Rahul","2021-04-07T08:50:05Z","2016-12-08T10:50:23Z","2021-04-07T08:50:05Z","2016-12-08T10:50:23Z","2012-09-01",,"Made available in DSpace on 2016-12-08T10:50:23Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 57ddbabf9ee3109f4d26d09e08f52d96 (MD5)
Img1.pdf: 38558 bytes, checksum: ade90efc2e4efe0501fd3c75454f7dff (MD5)
  Previous issue date: 2012-09-01||Made available in DSpace on 2021-04-07T08:50:05Z (GMT). No. of bitstreams: 2
Img1.pdf: 38558 bytes, checksum: ade90efc2e4efe0501fd3c75454f7dff (MD5)
license.txt: 1831 bytes, checksum: 57ddbabf9ee3109f4d26d09e08f52d96 (MD5)
  Previous issue date: 2012-09-01",,,,"http://localhost:8080/xmlui/handle/108/84565","en",,"Jane's Defence Weekly 2012",,"close quarter battle||CQB||Defence Procurement",,,"India to kick off carbine trials",,"Article",
"295dff2b-4315-4f66-b13c-6141ed527f0f","108/2","Agencies","2021-04-07T08:50:41Z","2018-09-20T09:07:10Z","2021-04-07T08:50:41Z","2018-09-20T09:07:10Z","2018-09-17",,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2018-09-20T09:07:10Z
No. of bitstreams: 1
AI.pdf: 537099 bytes, checksum: 156a5609a56ca0ea22d482fd303bb361 (MD5)||Made available in DSpace on 2018-09-20T09:07:10Z (GMT). No. of bitstreams: 1
AI.pdf: 537099 bytes, checksum: 156a5609a56ca0ea22d482fd303bb361 (MD5)
  Previous issue date: 2018-09-17||Made available in DSpace on 2021-04-07T08:50:41Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
AI.pdf: 537099 bytes, checksum: 156a5609a56ca0ea22d482fd303bb361 (MD5)
  Previous issue date: 2018-09-17",,,,"http://localhost:8080/xmlui/handle/108/154306",,"en_US",,"The Indian Express",,"Artificial Intelligence||Hate - Speech Detecting||Toxic content",,,"Hate speech-detecting AI easily fooled by humans",,"Article"
"29707240-d847-42e3-81e3-24ad64688ddb","108/2","Shukla, Ajai","2021-04-07T08:51:49Z","2016-12-08T10:50:32Z","2021-04-07T08:51:49Z","2016-12-08T10:50:32Z","2011-11-24",,"Made available in DSpace on 2016-12-08T10:50:32Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 62ae6c29186700efe5288abbaee03b47 (MD5)
arjun.pdf: 36923 bytes, checksum: a0cd35f8cfca814a4f5fa75381ef344f (MD5)
  Previous issue date: 2011-11-24||Made available in DSpace on 2021-04-07T08:51:49Z (GMT). No. of bitstreams: 2
arjun.pdf: 36923 bytes, checksum: a0cd35f8cfca814a4f5fa75381ef344f (MD5)
license.txt: 1831 bytes, checksum: 62ae6c29186700efe5288abbaee03b47 (MD5)
  Previous issue date: 2011-11-24",,,,"http://localhost:8080/xmlui/handle/108/84650",,,,,"Arjun tank||MBT",,,"Upcoming modifications on the Arjun Mark II",,,
"2cc2e03e-4a6d-426a-9091-92fb4e8759ee","108/2","Ajai, Shukla","2021-04-07T08:51:31Z","2017-04-03T10:54:29Z","2021-04-07T08:51:31Z","2017-04-03T10:54:29Z","2017-03-26",,"Submitted by Ajay Pandey (akpandey@arde.org) on 2017-04-03T10:54:29Z
No. of bitstreams: 1
DRDO REVAMP.pdf: 12546 bytes, checksum: 4102a4deed0ac910897a6aaf8d126cd4 (MD5)||Made available in DSpace on 2017-04-03T10:54:29Z (GMT). No. of bitstreams: 1
DRDO REVAMP.pdf: 12546 bytes, checksum: 4102a4deed0ac910897a6aaf8d126cd4 (MD5)
  Previous issue date: 2017-03-26||Made available in DSpace on 2021-04-07T08:51:31Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
DRDO REVAMP.pdf: 12546 bytes, checksum: 4102a4deed0ac910897a6aaf8d126cd4 (MD5)
  Previous issue date: 2017-03-26",,,"Business Standard,26 March 2017","http://localhost:8080/xmlui/handle/108/149134",,,,,,"DRDO||DRDO Revmping||DRDO restructuring",,,"Three years after Modi rattled DRDO, little has changed",,
"2d5bce5b-85b1-4bd6-adf3-2fd0f4078d2d","108/2",,"2021-04-07T08:49:44Z","2016-12-08T10:50:26Z","2021-04-07T08:49:44Z","2016-12-08T10:50:26Z","2010-05-14",,"Made available in DSpace on 2016-12-08T10:50:26Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 20f66488bb29d9a2e466658cd3932263 (MD5)
14May 5.pdf: 110321 bytes, checksum: bca7e161cce3ff82af1b20600bfabfe3 (MD5)
  Previous issue date: 2010-05-14||Made available in DSpace on 2021-04-07T08:49:44Z (GMT). No. of bitstreams: 2
14May 5.pdf: 110321 bytes, checksum: bca7e161cce3ff82af1b20600bfabfe3 (MD5)
license.txt: 1831 bytes, checksum: 20f66488bb29d9a2e466658cd3932263 (MD5)
  Previous issue date: 2010-05-14","The Hindu, New Delhi, 14 May 2010",,,"http://localhost:8080/xmlui/handle/108/84597","en",,,,"Restructure||DRDO||Defence University||Defence Technology Commission",,,"Revamp of DRDO planned to make it more accountable",,"Article",
"2db747bc-b457-40b2-953a-da650b20fdc7","108/2","Shukla, Ajai","2021-04-07T08:50:17Z","2016-12-08T10:50:20Z","2021-04-07T08:50:17Z","2016-12-08T10:50:20Z","2010-06-01",,"Made available in DSpace on 2016-12-08T10:50:20Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 70ac7df0cdf8806a6e9b792aa4685c17 (MD5)
bs01JuneAjai.pdf: 48713 bytes, checksum: 71ad77b1395b62b7a5df6d185dbe11f7 (MD5)
  Previous issue date: 2010-06-01||Made available in DSpace on 2021-04-07T08:50:17Z (GMT). No. of bitstreams: 2
bs01JuneAjai.pdf: 48713 bytes, checksum: 71ad77b1395b62b7a5df6d185dbe11f7 (MD5)
license.txt: 1831 bytes, checksum: 70ac7df0cdf8806a6e9b792aa4685c17 (MD5)
  Previous issue date: 2010-06-01","Business Standard, New Delhi, 01 June 2010",,,"http://localhost:8080/xmlui/handle/108/84548","en",,,,"Defence policy||DRDO",,,"Fundamentally defensive",,"Article",
"2dd40dc5-041f-45f3-8c66-f768750ff24c","108/2","Shukla, Ajai","2021-04-07T08:50:12Z","2016-12-08T10:50:22Z","2021-04-07T08:50:12Z","2016-12-08T10:50:22Z","2011-01-10",,"Made available in DSpace on 2016-12-08T10:50:22Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: ee5442bfa333e5305d6df64a5facf7c6 (MD5)
mmpallam.pdf: 17779 bytes, checksum: 065109d18ed7370ae153278b214364e7 (MD5)
  Previous issue date: 2011-01-10||Made available in DSpace on 2021-04-07T08:50:12Z (GMT). No. of bitstreams: 2
mmpallam.pdf: 17779 bytes, checksum: 065109d18ed7370ae153278b214364e7 (MD5)
license.txt: 1831 bytes, checksum: ee5442bfa333e5305d6df64a5facf7c6 (MD5)
  Previous issue date: 2011-01-10","The Business Standard, Hyderabad, 10 Jan 2011",,,"http://localhost:8080/xmlui/handle/108/84556","en",,"Business Standard",,"DPP||2011",,,"Q&A: M M Pallam Raju, Minister of State for Defence",,"Article",
"2f462554-512e-43d2-9612-23828fcf9a08","108/2","Express, News Service","2021-04-07T08:50:34Z","2019-09-25T04:38:29Z","2021-04-07T08:50:34Z","2019-09-25T04:38:29Z","2019-09-25",,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2019-09-25T04:38:29Z
No. of bitstreams: 1
scan0001.pdf: 331254 bytes, checksum: bfeb142791c265178875b61a7dcc022b (MD5)||Made available in DSpace on 2019-09-25T04:38:29Z (GMT). No. of bitstreams: 1
scan0001.pdf: 331254 bytes, checksum: bfeb142791c265178875b61a7dcc022b (MD5)
  Previous issue date: 2019-09-25||Made available in DSpace on 2021-04-07T08:50:34Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
scan0001.pdf: 331254 bytes, checksum: bfeb142791c265178875b61a7dcc022b (MD5)
  Previous issue date: 2019-09-25",,,,"http://localhost:8080/xmlui/handle/108/156055",,,,"The Indian Express",,"MoD||Ordinance Factory||HLOC||Ordnance Factory Board||OFB||All India Defence Employees' Federation (AIDEF)||Indian National Defence Workers' Federation (INDWF)",,,"MoD forms panel on Ordnance Factory Board restructuring",,"Article"
"32c51657-28a9-49b6-9897-ed1ee934d426","108/2","Unithan, Sandeep","2021-04-07T08:50:25Z","2016-12-08T10:50:19Z","2021-04-07T08:50:25Z","2016-12-08T10:50:19Z","2015-07",,"Made available in DSpace on 2016-12-08T10:50:19Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 8f0e68fdef6db1d799de9b15d5f85c85 (MD5)
army scraps.pdf: 66358 bytes, checksum: 2a21442a89fb6d552a4fa8f20def16f4 (MD5)
  Previous issue date: 2015-07||Made available in DSpace on 2021-04-07T08:50:25Z (GMT). No. of bitstreams: 2
army scraps.pdf: 66358 bytes, checksum: 2a21442a89fb6d552a4fa8f20def16f4 (MD5)
license.txt: 1831 bytes, checksum: 8f0e68fdef6db1d799de9b15d5f85c85 (MD5)
  Previous issue date: 2015-07",,,,"http://localhost:8080/xmlui/handle/108/84539",,,,,"Assault rifle||INSAS||MCAR||Multi-Caliber Assault Rifles||Defence procurement",,,"Army scraps the world's largest assault rifle tender",,,
"344bb300-f8dc-4b0e-a526-a01d55ca5ea2","108/2","Mohan, Vijay","2021-04-07T08:49:49Z","2016-12-08T10:50:25Z","2021-04-07T08:49:49Z","2016-12-08T10:50:25Z","2010-07-21",,"Made available in DSpace on 2016-12-08T10:50:25Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 1f80ca13bbc66218beed188ffafb64b5 (MD5)
22Jul1Tribune.pdf: 102130 bytes, checksum: f50fdf6748d2cfea45167c1426a2eb06 (MD5)
  Previous issue date: 2010-07-21||Made available in DSpace on 2021-04-07T08:49:49Z (GMT). No. of bitstreams: 2
22Jul1Tribune.pdf: 102130 bytes, checksum: f50fdf6748d2cfea45167c1426a2eb06 (MD5)
license.txt: 1831 bytes, checksum: 1f80ca13bbc66218beed188ffafb64b5 (MD5)
  Previous issue date: 2010-07-21","The Tribune, Chandigarh, 21 July 2010",,,"http://localhost:8080/xmlui/handle/108/84588","en",,,,"TBRL||Grenade",,,"Army orders 1 million pieces of grenade developed by DRDO's Chandigarh lab",,"Article",
"3707e5c2-4c5b-49d6-a36d-f95115fce46a","108/2","The Indian Express","2021-04-07T08:51:24Z","2017-06-08T06:08:24Z","2021-04-07T08:51:24Z","2017-06-08T06:08:24Z","2017-06-08",,"Submitted by Ajay Pandey (akpandey@arde.org) on 2017-06-08T06:08:24Z
No. of bitstreams: 1
news8june20170001.pdf: 309581 bytes, checksum: 63600699bc6e0a6e65e4aaf9f90d409e (MD5)||Made available in DSpace on 2017-06-08T06:08:24Z (GMT). No. of bitstreams: 1
news8june20170001.pdf: 309581 bytes, checksum: 63600699bc6e0a6e65e4aaf9f90d409e (MD5)
  Previous issue date: 2017-06-08||Made available in DSpace on 2021-04-07T08:51:24Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
news8june20170001.pdf: 309581 bytes, checksum: 63600699bc6e0a6e65e4aaf9f90d409e (MD5)
  Previous issue date: 2017-06-08",,,"The Indian Express, 08 June 2017","http://localhost:8080/xmlui/handle/108/149721",,,,,,"Ordnance Factory||Talegaon||Ordnance Depot||Platinum jubilee",,,"Talegaon Ordnance Depot celebrates platinum jubilee",,
"373f12c7-a824-4c62-a252-041cc65df9d0","108/2","Shukla, Ajay","2021-04-07T08:50:50Z","2018-04-19T08:22:42Z","2021-04-07T08:50:50Z","2018-04-19T08:22:42Z","2018-04-14",,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2018-04-19T08:22:42Z
No. of bitstreams: 1
Untitled 1.pdf: 50618 bytes, checksum: fb6ff0d35d603b81318b033276777fc2 (MD5)||Made available in DSpace on 2018-04-19T08:22:42Z (GMT). No. of bitstreams: 1
Untitled 1.pdf: 50618 bytes, checksum: fb6ff0d35d603b81318b033276777fc2 (MD5)
  Previous issue date: 2018-04-14||Made available in DSpace on 2021-04-07T08:50:50Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
Untitled 1.pdf: 50618 bytes, checksum: fb6ff0d35d603b81318b033276777fc2 (MD5)
  Previous issue date: 2018-04-14",,,,"http://localhost:8080/xmlui/handle/108/153367",,,,"Bussiness Standards",,"Kamov-226T||IAF||Defexpo 2018||HAL||MoD",,,"Navy to Consider new ship-borne Kamov -226T helicopters",,
"389dd538-ec10-45c6-ab00-b13b7f9d00e1","108/2","Wasserbly, Daniel","2021-04-07T08:49:54Z","2016-12-08T10:50:24Z","2021-04-07T08:49:54Z","2016-12-08T10:50:24Z","2010-07-09",,"Made available in DSpace on 2016-12-08T10:50:24Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 3300092746c2e082870422586fd23a9c (MD5)
130701arde.pdf: 23224 bytes, checksum: e3035168bd90b457e02250f03cf908aa (MD5)
  Previous issue date: 2010-07-09||Made available in DSpace on 2021-04-07T08:49:54Z (GMT). No. of bitstreams: 2
130701arde.pdf: 23224 bytes, checksum: e3035168bd90b457e02250f03cf908aa (MD5)
license.txt: 1831 bytes, checksum: 3300092746c2e082870422586fd23a9c (MD5)
  Previous issue date: 2010-07-09","Jane's Defence Weekly, 09 July 2010",,,"http://localhost:8080/xmlui/handle/108/84579","en",,,,"High-Energy Laser||HEL||Laser Weapon",,,"US DoD launches laser project for smaller platforms",,"Article",
