id,collection,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued[],dc.description.provenance[en],dc.identifier.uri,dc.publisher[en_US],dc.subject[],dc.title[],dc.title[en_US]
"d396bebd-8765-43c7-9d0f-c3c115bea0c0","108/22","ASM HB Volume 14A : Metalworking: Bulk Forming : Forging of Nonferrous Metals","2021-05-11T09:02:48Z","2016-12-06T04:05:01Z","2021-05-11T09:02:48Z","2016-12-06T04:05:01Z","2010","Made available in DSpace on 2016-12-06T04:05:01Z (GMT). No. of bitstreams: 1
asmhba0003996.pdf: 1047276 bytes, checksum: 9cd0828f92273e0254dafd1ed0094396 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:02:48Z (GMT). No. of bitstreams: 1
asmhba0003996.pdf: 1047276 bytes, checksum: 9cd0828f92273e0254dafd1ed0094396 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34040",,"ASM HB Volume 14A||Forging of Nonferrous Metals","Forging of Aluminum Alloys",
"b6b6d632-d3a5-49a1-bff6-bea542cabcf4","108/22","ASM Handbook Volume 1: Properties and Selection: Irons, Steels, and High-Performance Alloys : Carbon and Low-Alloy Steels","2021-05-11T09:02:48Z","2016-12-06T04:05:01Z","2021-05-11T09:02:48Z","2016-12-06T04:05:01Z","2010","Made available in DSpace on 2016-12-06T04:05:01Z (GMT). No. of bitstreams: 1
asmhba0001017.pdf: 998534 bytes, checksum: 3aa7c6af970b28dc9b57e328db15c425 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:02:48Z (GMT). No. of bitstreams: 1
asmhba0001017.pdf: 998534 bytes, checksum: 3aa7c6af970b28dc9b57e328db15c425 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34041",,"ASM HB Volume 1||Carbon and Low-Alloy Steels","Steel Wire",
"349405c2-c622-451d-b83f-862fb5d9b777","108/22","ASM HB Volume 14A : Metalworking: Bulk Forming : Forging Processes","2021-05-11T09:02:48Z","2016-12-06T04:05:01Z","2021-05-11T09:02:48Z","2016-12-06T04:05:01Z","2010","Made available in DSpace on 2016-12-06T04:05:01Z (GMT). No. of bitstreams: 1
asmhba0003985.pdf: 1067569 bytes, checksum: 3dafa263da2e15e85fd123d295f2ff06 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:02:48Z (GMT). No. of bitstreams: 1
asmhba0003985.pdf: 1067569 bytes, checksum: 3dafa263da2e15e85fd123d295f2ff06 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34042",,"ASM HB Volume 14A||Forging Processes","Isothermal and Hot-Die Forging",
"5c1692a9-4f7c-480a-a99e-1ebf43541509","108/22","ASM HB Volume 6 : Welding, Brazing, and Soldering : Joint Evaluation and Quality Control","2021-05-11T09:02:49Z","2016-12-06T04:03:50Z","2021-05-11T09:02:49Z","2016-12-06T04:03:50Z","2010","Made available in DSpace on 2016-12-06T04:03:50Z (GMT). No. of bitstreams: 1
asmhba0001476.pdf: 630149 bytes, checksum: d212aa38a68186bd6d77b33521b004ee (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:02:49Z (GMT). No. of bitstreams: 1
asmhba0001476.pdf: 630149 bytes, checksum: d212aa38a68186bd6d77b33521b004ee (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33140",,"ASM HB Volume 6||Joint Evaluation and Quality Control","Repair Welding",
"be6ceca3-41e0-44a3-af49-0aa696223738","108/22","ASM Handbook Volume 1: Properties and Selection: Irons, Steels, and High-Performance Alloys : Service Characteristics of Carbon and Low-Alloy Steels","2021-05-11T09:02:49Z","2016-12-06T04:05:01Z","2021-05-11T09:02:49Z","2016-12-06T04:05:01Z","2010","Made available in DSpace on 2016-12-06T04:05:01Z (GMT). No. of bitstreams: 1
asmhba0001035.pdf: 2417512 bytes, checksum: 014f5510444f03508dc5840fbff9ce5c (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:02:49Z (GMT). No. of bitstreams: 1
asmhba0001035.pdf: 2417512 bytes, checksum: 014f5510444f03508dc5840fbff9ce5c (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34043",,"ASM HB Volume 1||Service Characteristics of Carbon and Low-Alloy Steels","Elevated-Temperature Properties of Ferritic Steels",
"90cd0781-6031-4444-bb4a-6c4c9f31d3de","108/22","ASM HB Volume 14A : Metalworking: Bulk Forming : Evaluation of Workability","2021-05-11T09:02:49Z","2016-12-06T04:05:01Z","2021-05-11T09:02:49Z","2016-12-06T04:05:01Z","2010","Made available in DSpace on 2016-12-06T04:05:01Z (GMT). No. of bitstreams: 1
asmhba0009005.pdf: 2316459 bytes, checksum: 3276a01972e723fb44b46e5cdca11d7e (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:02:49Z (GMT). No. of bitstreams: 1
asmhba0009005.pdf: 2316459 bytes, checksum: 3276a01972e723fb44b46e5cdca11d7e (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34044",,"ASM HB Volume 14A||Evaluation of Workability","Workability in Forging",
"82d53f17-9419-4e16-a529-2e1aee576e21","108/22","ASM Handbook Volume 1: Properties and Selection: Irons, Steels, and High-Performance Alloys : Special Engineering Topics","2021-05-11T09:02:49Z","2016-12-06T04:05:01Z","2021-05-11T09:02:49Z","2016-12-06T04:05:01Z","2010","Made available in DSpace on 2016-12-06T04:05:01Z (GMT). No. of bitstreams: 1
asmhba0001053.pdf: 1192646 bytes, checksum: 61119d13788d9647b9469b3f2aac4824 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:02:49Z (GMT). No. of bitstreams: 1
asmhba0001053.pdf: 1192646 bytes, checksum: 61119d13788d9647b9469b3f2aac4824 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34045",,"ASM HB Volume 1||Special Engineering Topics","Recycling of Iron, Steel, and Superalloys",
"21904679-5781-4f9c-9ab8-b83776fabb86","108/22","ASM Handbook Volume 1: Properties and Selection: Irons, Steels, and High-Performance Alloys : Specialty Steels and Heat-Resistant Alloys","2021-05-11T09:02:50Z","2016-12-06T04:05:01Z","2021-05-11T09:02:50Z","2016-12-06T04:05:01Z","2010","Made available in DSpace on 2016-12-06T04:05:01Z (GMT). No. of bitstreams: 1
asmhba0001044.pdf: 1971683 bytes, checksum: 65221dddd802ded361acb47c3c4aec6d (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:02:50Z (GMT). No. of bitstreams: 1
asmhba0001044.pdf: 1971683 bytes, checksum: 65221dddd802ded361acb47c3c4aec6d (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34046",,"ASM HB Volume 1||Specialty Steels and Heat-Resistant Alloys","Ferrous Powder Metallurgy Materials",
"d43b2dfe-9421-4655-acf6-a7dc6a6f56e1","108/22","ASM Handbook Volume 1: Properties and Selection: Irons, Steels, and High-Performance Alloys : Specialty Steels and Heat-Resistant Alloys","2021-05-11T09:02:50Z","2016-12-06T04:05:01Z","2021-05-11T09:02:50Z","2016-12-06T04:05:01Z","2010","Made available in DSpace on 2016-12-06T04:05:01Z (GMT). No. of bitstreams: 1
asmhba0001051.pdf: 2267164 bytes, checksum: 12e2f8112f06c1453ecc003062fd3837 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:02:50Z (GMT). No. of bitstreams: 1
asmhba0001051.pdf: 2267164 bytes, checksum: 12e2f8112f06c1453ecc003062fd3837 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34047",,"ASM HB Volume 1||Specialty Steels and Heat-Resistant Alloys","Directionally Solidified and Single-Crystal Superalloys",
"2813fcc9-39a9-4907-83fb-60e1f7ef9a01","108/22","ASM Handbook Volume 1: Properties and Selection: Irons, Steels, and High-Performance Alloys : Carbon and Low-Alloy Steels","2021-05-11T09:02:50Z","2016-12-06T04:05:01Z","2021-05-11T09:02:50Z","2016-12-06T04:05:01Z","2010","Made available in DSpace on 2016-12-06T04:05:01Z (GMT). No. of bitstreams: 1
asmhba0001021.pdf: 1869420 bytes, checksum: 93119ba4937b69cf6f6cb35bd4faecd4 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:02:50Z (GMT). No. of bitstreams: 1
asmhba0001021.pdf: 1869420 bytes, checksum: 93119ba4937b69cf6f6cb35bd4faecd4 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34048",,"ASM HB Volume 1||Carbon and Low-Alloy Steels","Closed-Die Forgings",
"5cc804d1-94d0-40f2-87d3-be3a237315af","108/22","ASM HB Volume 14A : Metalworking: Bulk Forming : Forging of Nonferrous Metals","2021-05-11T09:02:50Z","2016-12-06T04:05:01Z","2021-05-11T09:02:50Z","2016-12-06T04:05:01Z","2010","Made available in DSpace on 2016-12-06T04:05:01Z (GMT). No. of bitstreams: 1
asmhba0003997.pdf: 782569 bytes, checksum: bd83fd678f8487cd50bea797365933d4 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:02:50Z (GMT). No. of bitstreams: 1
asmhba0003997.pdf: 782569 bytes, checksum: bd83fd678f8487cd50bea797365933d4 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34049",,"ASM HB Volume 14A||Forging of Nonferrous Metals","Forging of Copper and Copper Alloys",
"5498e768-2c70-47af-b058-7a1828933317","108/22","ASM Handbook Volume 3 : Alloy Phase Diagrams  : Binary Phase Diagrams","2021-05-11T09:02:51Z","2016-12-06T04:05:01Z","2021-05-11T09:02:51Z","2016-12-06T04:05:01Z","2010","Made available in DSpace on 2016-12-06T04:05:01Z (GMT). No. of bitstreams: 1
asmhba0000826.pdf: 189923 bytes, checksum: bc576b39186d3ff35ea2875fa4219806 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:02:51Z (GMT). No. of bitstreams: 1
asmhba0000826.pdf: 189923 bytes, checksum: bc576b39186d3ff35ea2875fa4219806 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34050",,"ASM HB Volume 3||Binary Phase Diagrams","Hg (Mercury) Binary Alloy Phase Diagrams",
"62283c6c-e291-41db-98d8-343467166338","108/22","ASM Handbook Volume 1: Properties and Selection: Irons, Steels, and High-Performance Alloys : Supplementary Information","2021-05-11T09:02:51Z","2016-12-06T04:05:02Z","2021-05-11T09:02:51Z","2016-12-06T04:05:02Z","2010","Made available in DSpace on 2016-12-06T04:05:02Z (GMT). No. of bitstreams: 1
b01abbs.pdf: 234994 bytes, checksum: 9a63688ad3e9183e487e3f73764d1f3d (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:02:51Z (GMT). No. of bitstreams: 1
b01abbs.pdf: 234994 bytes, checksum: 9a63688ad3e9183e487e3f73764d1f3d (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34051",,"ASM HB Volume 1||Supplementary Information","Abbreviations, Symbols, and Tradenames",
"a5c04cf0-8f0f-48fa-a5ca-022021116531","108/22","ASM Handbook Volume 1: Properties and Selection: Irons, Steels, and High-Performance Alloys : Fabrication Characteristics of Carbon and Low-Alloy Stee","2021-05-11T09:02:51Z","2016-12-06T04:05:02Z","2021-05-11T09:02:51Z","2016-12-06T04:05:02Z","2010","Made available in DSpace on 2016-12-06T04:05:02Z (GMT). No. of bitstreams: 1
asmhba0001034.pdf: 1508511 bytes, checksum: 8c99722a0f626357126aad1daccab0dd (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:02:51Z (GMT). No. of bitstreams: 1
asmhba0001034.pdf: 1508511 bytes, checksum: 8c99722a0f626357126aad1daccab0dd (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34052",,"ASM HB Volume 1||Fabrication Characteristics of Carbon and Low-Alloy Steels","Weldability of Steels",
"c4224fab-feb0-4162-b330-558f150d5030","108/22","ASM HB Volume 6 : Welding, Brazing, and Soldering : Solid-State Welding, Brazing, and Soldering Processes","2021-05-11T09:02:51Z","2016-12-06T04:03:50Z","2021-05-11T09:02:51Z","2016-12-06T04:03:50Z","2010","Made available in DSpace on 2016-12-06T04:03:50Z (GMT). No. of bitstreams: 1
asmhba0001393.pdf: 499763 bytes, checksum: 61819f940d085071fec3bc63430c57d3 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:02:51Z (GMT). No. of bitstreams: 1
asmhba0001393.pdf: 499763 bytes, checksum: 61819f940d085071fec3bc63430c57d3 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33141",,"ASM HB Volume 6||Solid-State Welding, Brazing, and Soldering Processes","Iron Soldering",
"0af61bbe-769d-480b-a742-7b26e9697f0a","108/22","ASM Handbook Volume 1: Properties and Selection: Irons, Steels, and High-Performance Alloys : Cast Irons","2021-05-11T09:02:52Z","2016-12-06T04:05:02Z","2021-05-11T09:02:52Z","2016-12-06T04:05:02Z","2010","Made available in DSpace on 2016-12-06T04:05:02Z (GMT). No. of bitstreams: 1
asmhba0001002.pdf: 1787634 bytes, checksum: ca7ee215c89e0ced2baa5582871f29f2 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:02:52Z (GMT). No. of bitstreams: 1
asmhba0001002.pdf: 1787634 bytes, checksum: ca7ee215c89e0ced2baa5582871f29f2 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34054",,"ASM HB Volume 1||Cast Irons","Gray Iron",
"f3e57c26-a6c7-4f8a-9d82-881b65791ce2","108/22","ASM HB Volume 14A : Metalworking: Bulk Forming : Forging of Steels and Heat-Resistant Alloys","2021-05-11T09:02:52Z","2016-12-06T04:05:02Z","2021-05-11T09:02:52Z","2016-12-06T04:05:02Z","2010","Made available in DSpace on 2016-12-06T04:05:02Z (GMT). No. of bitstreams: 1
asmhba0003994.pdf: 715541 bytes, checksum: 388979a226e23702ec1c00553f909e43 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:02:52Z (GMT). No. of bitstreams: 1
asmhba0003994.pdf: 715541 bytes, checksum: 388979a226e23702ec1c00553f909e43 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34053",,"ASM HB Volume 14A||Forging of Steels and Heat-Resistant Alloys","Forging of Refractory Metals",
"97469fa2-7150-462d-ad22-0c38b8647b40","108/22","ASM HB Volume 14A : Metalworking: Bulk Forming : Forging Design","2021-05-11T09:02:52Z","2016-12-06T04:05:02Z","2021-05-11T09:02:52Z","2016-12-06T04:05:02Z","2010","Made available in DSpace on 2016-12-06T04:05:02Z (GMT). No. of bitstreams: 1
asmhba0004034.pdf: 1758906 bytes, checksum: e272a43289a7eea009413a696c1af93b (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:02:52Z (GMT). No. of bitstreams: 1
asmhba0004034.pdf: 1758906 bytes, checksum: e272a43289a7eea009413a696c1af93b (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34055",,"ASM HB Volume 14A||Forging Design","Forging Design Involving Draft",
"5de079da-75bb-418d-8c85-fdad9bd9cca2","108/22","ASM Handbook Volume 1: Properties and Selection: Irons, Steels, and High-Performance Alloys : Hardenability of Carbon and Low-Alloy Steels","2021-05-11T09:02:53Z","2016-12-06T04:05:02Z","2021-05-11T09:02:53Z","2016-12-06T04:05:02Z","2010","Made available in DSpace on 2016-12-06T04:05:02Z (GMT). No. of bitstreams: 1
asmhba0001028.pdf: 1429685 bytes, checksum: 7d87abb013ab87d8d76504a4240beb58 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:02:53Z (GMT). No. of bitstreams: 1
asmhba0001028.pdf: 1429685 bytes, checksum: 7d87abb013ab87d8d76504a4240beb58 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34056",,"ASM HB Volume 1||Hardenability of Carbon and Low-Alloy Steels","Hardenable Carbon and Low-Alloy Steels",
"4ec8b5f0-605e-4605-af8d-ed509ba59cbe","108/22","ASM HB Volume 14A : Metalworking: Bulk Forming : Modeling and Computer Aided Process Design for Bulk Forming","2021-05-11T09:02:53Z","2016-12-06T04:05:02Z","2021-05-11T09:02:53Z","2016-12-06T04:05:02Z","2010","Made available in DSpace on 2016-12-06T04:05:02Z (GMT). No. of bitstreams: 1
asmhba0004022.pdf: 794320 bytes, checksum: 87e0b07b2fa549e17882854b797f1fd1 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:02:53Z (GMT). No. of bitstreams: 1
asmhba0004022.pdf: 794320 bytes, checksum: 87e0b07b2fa549e17882854b797f1fd1 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34057",,"ASM HB Volume 14A||Modeling and Computer Aided Process Design for Bulk Forming","Design Optimization for Dies and Preforms",
"37abd038-6061-4a68-8a9d-56b926316ede","108/22","ASM Handbook Volume 1: Properties and Selection: Irons, Steels, and High-Performance Alloys : Service Characteristics of Carbon and Low-Alloy Steels","2021-05-11T09:02:53Z","2016-12-06T04:05:02Z","2021-05-11T09:02:53Z","2016-12-06T04:05:02Z","2010","Made available in DSpace on 2016-12-06T04:05:02Z (GMT). No. of bitstreams: 1
asmhba0001038.pdf: 1598203 bytes, checksum: 07051920d0997b47a3a088dd90fa1f12 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:02:53Z (GMT). No. of bitstreams: 1
asmhba0001038.pdf: 1598203 bytes, checksum: 07051920d0997b47a3a088dd90fa1f12 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34058",,"ASM HB Volume 1||Service Characteristics of Carbon and Low-Alloy Steels","Fatigue Resistance of Steels",
"7cf4ab5f-bd3b-4aaa-ae59-3b37ef86defd","108/22","ASM Handbook Volume 1: Properties and Selection: Irons, Steels, and High-Performance Alloys : Specialty Steels and Heat-Resistant Alloys","2021-05-11T09:02:53Z","2016-12-06T04:05:02Z","2021-05-11T09:02:53Z","2016-12-06T04:05:02Z","2010","Made available in DSpace on 2016-12-06T04:05:02Z (GMT). No. of bitstreams: 1
asmhba0001043.pdf: 1450875 bytes, checksum: d2478e69538714476d4a455263bf9e19 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:02:53Z (GMT). No. of bitstreams: 1
asmhba0001043.pdf: 1450875 bytes, checksum: d2478e69538714476d4a455263bf9e19 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34059",,"ASM HB Volume 1||Specialty Steels and Heat-Resistant Alloys","Maraging Steels",
"d51ebc6d-71ba-4642-afde-284ffa1ebd76","108/22","ASM HB Volume 14A : Metalworking: Bulk Forming : Forging Processes","2021-05-11T09:02:54Z","2016-12-06T04:05:02Z","2021-05-11T09:02:54Z","2016-12-06T04:05:02Z","2010","Made available in DSpace on 2016-12-06T04:05:02Z (GMT). No. of bitstreams: 1
asmhba0003990.pdf: 496497 bytes, checksum: 8038549c2638b6330cf9511f867d3c9a (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:02:54Z (GMT). No. of bitstreams: 1
asmhba0003990.pdf: 496497 bytes, checksum: 8038549c2638b6330cf9511f867d3c9a (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34060",,"ASM HB Volume 14A||Forging Processes","Rotary Forging",
"10638acd-b1f6-46ab-b72c-91e5d30d3d1a","108/22","ASM Handbook Volume 3 : Alloy Phase Diagrams  : Binary Phase Diagrams","2021-05-11T09:02:54Z","2016-12-06T04:05:02Z","2021-05-11T09:02:54Z","2016-12-06T04:05:02Z","2010","Made available in DSpace on 2016-12-06T04:05:02Z (GMT). No. of bitstreams: 1
asmhba0000804.pdf: 249538 bytes, checksum: 5ce46ca1c8df71b371480b197875f475 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:02:54Z (GMT). No. of bitstreams: 1
asmhba0000804.pdf: 249538 bytes, checksum: 5ce46ca1c8df71b371480b197875f475 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34061",,"ASM HB Volume 3||Binary Phase Diagrams","B (Boron) Binary Alloy Phase Diagrams",
"590161bf-9704-4444-9390-b680af041335","108/22","ASM Handbook Volume 1: Properties and Selection: Irons, Steels, and High-Performance Alloys : Carbon and Low-Alloy Steels","2021-05-11T09:02:54Z","2016-12-06T04:05:02Z","2021-05-11T09:02:54Z","2016-12-06T04:05:02Z","2010","Made available in DSpace on 2016-12-06T04:05:02Z (GMT). No. of bitstreams: 1
asmhba0001008.pdf: 1732765 bytes, checksum: 4155f10dba9416eba0045f0863d116ef (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:02:54Z (GMT). No. of bitstreams: 1
asmhba0001008.pdf: 1732765 bytes, checksum: 4155f10dba9416eba0045f0863d116ef (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34062",,"ASM HB Volume 1||Carbon and Low-Alloy Steels","Microstructures, Processing, and Properties of Steels",
"514e0b14-b97e-4a09-9656-154fdb209c8a","108/22","ASM HB Volume 11 : Failure Analysis and Prevention : Wear Failures","2021-05-11T09:02:54Z","2016-12-06T04:03:50Z","2021-05-11T09:02:54Z","2016-12-06T04:03:50Z","2010","Made available in DSpace on 2016-12-06T04:03:50Z (GMT). No. of bitstreams: 1
asmhba0003567.pdf: 241745 bytes, checksum: 548e1e164faa9d7ebf562ad1cafa2dbf (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:02:54Z (GMT). No. of bitstreams: 1
asmhba0003567.pdf: 241745 bytes, checksum: 548e1e164faa9d7ebf562ad1cafa2dbf (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33142",,"ASM HB Volume 11||Wear Failures","Corrosive Wear Failures",
"3522717d-ff93-4755-b2f9-17b81e8365cd","108/22","ASM HB Volume 14A : Metalworking: Bulk Forming : Forging Processes","2021-05-11T09:02:55Z","2016-12-06T04:05:02Z","2021-05-11T09:02:55Z","2016-12-06T04:05:02Z","2010","Made available in DSpace on 2016-12-06T04:05:02Z (GMT). No. of bitstreams: 1
asmhba0003981.pdf: 1168451 bytes, checksum: 4f16ff8a7c5f3a7349ca35f5e4882d3a (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:02:55Z (GMT). No. of bitstreams: 1
asmhba0003981.pdf: 1168451 bytes, checksum: 4f16ff8a7c5f3a7349ca35f5e4882d3a (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34063",,"ASM HB Volume 14A||Forging Processes","Roll Forging",
